playerID,year,GP,G,A
cartean01,1997,116.0,27.0,34.0
cartean01,1998,171.0,51.0,50.0
cartean01,1999,230.0,73.0,75.0
cartean01,2000,291.0,89.0,101.0
cartean01,2001,373.0,117.0,133.0
cartean01,2002,452.0,143.0,167.0
cartean01,2003,529.0,158.0,180.0
cartean01,2005,610.0,191.0,202.0
cartean01,2006,674.0,202.0,219.0
cartebi01,1957,1.0,0.0,0.0
cartebi01,1960,9.0,0.0,0.0
cartebi01,1961,16.0,0.0,0.0
carteje01,2005,81.0,23.0,19.0
carteje01,2006,143.0,37.0,42.0
carteje01,2007,225.0,66.0,66.0
carteje01,2008,307.0,112.0,104.0
carteje01,2009,381.0,145.0,132.0
carteje01,2010,461.0,181.0,162.0
carteje01,2011,516.0,202.0,175.0
cartejo01,1985,3.0,0.0,0.0
cartejo01,1986,11.0,0.0,1.0
cartejo01,1987,15.0,0.0,2.0
cartejo01,1988,59.0,12.0,12.0
cartejo01,1989,135.0,29.0,34.0
cartejo01,1990,185.0,33.0,41.0
cartejo01,1991,189.0,33.0,41.0
cartejo01,1992,244.0,40.0,50.0
cartely01,1971,15.0,0.0,0.0
cartero01,1979,2.0,0.0,0.0
cartery01,2006,0.0,0.0,0.0
cartery01,2007,34.0,4.0,4.0
cartery01,2008,82.0,7.0,10.0
cartery01,2009,120.0,11.0,15.0
cartery01,2010,182.0,14.0,21.0
cartery01,2011,254.0,18.0,25.0
cartije01,1972,15.0,0.0,3.0
carvejo01,1940,19.0,2.0,1.0
carvejo01,1941,48.0,8.0,12.0
carvejo01,1942,91.0,26.0,30.0
carvejo01,1943,137.0,47.0,65.0
carvejo01,1944,187.0,73.0,93.0
carvejo01,1945,235.0,90.0,111.0
carvejo01,1946,286.0,111.0,126.0
carvejo01,1947,343.0,120.0,145.0
carvejo01,1948,403.0,135.0,167.0
carvejo01,1949,474.0,149.0,185.0
carvejo01,1950,504.0,150.0,189.0
caseyjo01,1983,2.0,0.0,0.0
caseyjo01,1985,28.0,0.0,0.0
caseyjo01,1987,42.0,0.0,0.0
caseyjo01,1988,97.0,0.0,1.0
caseyjo01,1989,158.0,0.0,4.0
caseyjo01,1990,213.0,0.0,6.0
caseyjo01,1991,265.0,0.0,8.0
caseyjo01,1992,325.0,0.0,11.0
caseyjo01,1993,382.0,0.0,13.0
caseyjo01,1994,401.0,0.0,13.0
caseyjo01,1995,410.0,0.0,13.0
caseyjo01,1996,425.0,0.0,13.0
cashmwa01,1964,1.0,0.0,0.0
cashmwa01,1967,13.0,0.0,4.0
cashmwa01,1968,64.0,8.0,27.0
cashmwa01,1969,134.0,17.0,53.0
cashmwa01,1970,211.0,38.0,111.0
cashmwa01,1971,285.0,61.0,140.0
cashmwa01,1972,361.0,90.0,179.0
cashmwa01,1973,439.0,120.0,238.0
cashmwa01,1974,481.0,131.0,260.0
cashmwa01,1975,561.0,159.0,303.0
cashmwa01,1976,626.0,174.0,340.0
cashmwa01,1977,702.0,198.0,378.0
cashmwa01,1978,777.0,225.0,418.0
cashmwa01,1979,821.0,236.0,439.0
cashmwa01,1980,898.0,261.0,474.0
cashmwa01,1981,962.0,273.0,505.0
cashmwa01,1982,1027.0,277.0,516.0
cassean01,1989,6.0,2.0,0.0
cassean01,1990,60.0,8.0,19.0
cassean01,1991,127.0,19.0,49.0
cassean01,1992,211.0,40.0,113.0
cassean01,1993,290.0,56.0,155.0
cassean01,1994,336.0,63.0,185.0
cassean01,1995,417.0,83.0,228.0
cassean01,1996,498.0,105.0,272.0
cassean01,1997,579.0,122.0,299.0
cassean01,1998,649.0,134.0,324.0
cassean01,1999,728.0,151.0,369.0
cassean01,2000,794.0,163.0,413.0
cassean01,2001,847.0,174.0,452.0
cassean01,2002,926.0,194.0,500.0
cassean01,2003,984.0,200.0,520.0
cassean01,2005,1015.0,204.0,528.0
cassemi01,1995,3.0,0.0,0.0
cassibr01,1983,1.0,0.0,0.0
cassibr01,1985,2.0,0.0,0.0
cassibr01,1986,4.0,0.0,0.0
cassibr01,1987,25.0,3.0,10.0
cassibr01,1988,34.0,3.0,12.0
cassibr01,1989,36.0,4.0,13.0
cassifr01,2001,6.0,0.0,0.0
cassifr01,2002,8.0,0.0,0.0
cassifr01,2005,9.0,0.0,0.0
cassifr01,2006,13.0,0.0,0.0
cassito01,1977,26.0,3.0,4.0
cassoto01,1976,43.0,13.0,12.0
cassoto01,1977,120.0,31.0,37.0
cassoto01,1978,184.0,44.0,44.0
cassoto01,1979,193.0,44.0,46.0
cassoto01,1980,195.0,44.0,46.0
cassoto01,1981,207.0,45.0,50.0
cattajo01,1909,4.0,0.0,0.0
caufija01,1986,13.0,2.0,1.0
caufija01,1987,14.0,2.0,1.0
caufija01,1988,72.0,3.0,5.0
caufija01,1989,109.0,4.0,7.0
caufija01,1990,132.0,5.0,8.0
caufija01,1991,182.0,5.0,8.0
caufija01,1992,208.0,5.0,8.0
cavalgi01,1984,27.0,6.0,10.0
cavalgi01,1985,84.0,19.0,22.0
cavalgi01,1986,164.0,37.0,48.0
cavalgi01,1987,228.0,52.0,65.0
cavalgi01,1988,302.0,72.0,88.0
cavalgi01,1989,382.0,87.0,103.0
cavalgi01,1990,460.0,95.0,130.0
cavalgi01,1991,526.0,105.0,144.0
cavalgi01,1992,593.0,114.0,159.0
cavalpa01,1986,6.0,0.0,2.0
cavalpa01,1987,78.0,6.0,12.0
cavalpa01,1988,143.0,10.0,32.0
cavalpa01,1989,223.0,18.0,71.0
cavalpa01,1990,290.0,28.0,96.0
cavalpa01,1991,356.0,38.0,121.0
cavalpa01,1992,438.0,44.0,133.0
cavalpa01,1993,512.0,55.0,166.0
cavalpa01,1994,556.0,56.0,177.0
cavalpa01,1995,564.0,56.0,177.0
cavanto01,2007,1.0,0.0,1.0
cavanto01,2008,18.0,1.0,2.0
cechmro01,2000,59.0,0.0,1.0
cechmro01,2001,105.0,0.0,1.0
cechmro01,2002,163.0,0.0,1.0
cechmro01,2003,212.0,0.0,1.0
centose01,2001,1.0,0.0,0.0
ceresra01,1948,12.0,1.0,1.0
cernifr01,1977,8.0,4.0,3.0
cernifr01,1984,57.0,9.0,7.0
chabofr01,1990,3.0,0.0,0.0
chabofr01,1992,4.0,0.0,0.0
chabofr01,1993,9.0,0.0,0.0
chabofr01,1997,21.0,0.0,0.0
chabofr01,1998,32.0,0.0,0.0
chabojo01,1983,56.0,18.0,25.0
chabojo01,1984,133.0,27.0,76.0
chabojo01,1985,210.0,41.0,107.0
chabojo01,1986,282.0,55.0,129.0
chabojo01,1987,360.0,68.0,173.0
chabojo01,1988,412.0,70.0,183.0
chabojo01,1989,481.0,79.0,223.0
chabojo01,1990,508.0,84.0,228.0
chabolo01,1926,36.0,0.0,0.0
chabolo01,1927,80.0,0.0,0.0
chabolo01,1928,123.0,0.0,0.0
chabolo01,1929,165.0,0.0,0.0
chabolo01,1930,202.0,0.0,0.0
chabolo01,1931,246.0,0.0,0.0
chabolo01,1932,294.0,0.0,0.0
chabolo01,1933,341.0,0.0,0.0
chabolo01,1934,389.0,0.0,0.0
chabolo01,1935,405.0,0.0,0.0
chabolo01,1936,411.0,0.0,0.0
chadjo01,1939,22.0,8.0,3.0
chadjo01,1940,67.0,15.0,21.0
chadjo01,1945,80.0,15.0,22.0
chadwed01,1955,5.0,0.0,0.0
chadwed01,1956,75.0,0.0,0.0
chadwed01,1957,145.0,0.0,0.0
chadwed01,1958,176.0,0.0,0.0
chadwed01,1959,180.0,0.0,0.0
chadwed01,1961,184.0,0.0,0.0
chalmch01,1953,1.0,0.0,0.0
chalumi01,1984,14.0,0.0,5.0
chambmu01,1937,43.0,4.0,12.0
chambmu01,1938,91.0,14.0,28.0
chambmu01,1939,131.0,19.0,45.0
chambmu01,1940,176.0,29.0,60.0
chambmu01,1941,213.0,41.0,72.0
chambmu01,1942,258.0,50.0,96.0
chambmu01,1943,305.0,65.0,128.0
chambmu01,1944,337.0,67.0,140.0
chambmu01,1945,377.0,79.0,154.0
chambmu01,1946,426.0,89.0,164.0
chambmu01,1947,456.0,95.0,167.0
chambmu01,1948,510.0,100.0,175.0
chambsh01,1987,19.0,1.0,7.0
chambsh01,1988,91.0,6.0,26.0
chambsh01,1989,169.0,14.0,44.0
chambsh01,1990,198.0,15.0,47.0
chambsh01,1991,200.0,15.0,47.0
chambsh01,1992,255.0,25.0,76.0
chambsh01,1993,321.0,36.0,99.0
chambsh01,1994,366.0,40.0,116.0
chambsh01,1995,430.0,42.0,137.0
chambsh01,1996,503.0,46.0,154.0
chambsh01,1997,560.0,48.0,176.0
chambsh01,1998,621.0,50.0,185.0
chambsh01,1999,625.0,50.0,185.0
champan01,1962,2.0,0.0,0.0
champbo01,1963,0.0,0.0,0.0
champbo01,1973,17.0,0.0,0.0
chapdre01,1990,3.0,0.0,1.0
chapdre01,1991,19.0,0.0,2.0
chapdre01,1992,32.0,0.0,2.0
chapl01,1909,1.0,0.0,0.0
chapmar01,1930,44.0,7.0,7.0
chapmar01,1931,92.0,18.0,21.0
chapmar01,1932,138.0,21.0,27.0
chapmar01,1933,184.0,26.0,37.0
chapmar01,1934,231.0,35.0,71.0
chapmar01,1935,279.0,45.0,99.0
chapmar01,1936,322.0,53.0,122.0
chapmar01,1937,367.0,55.0,149.0
chapmar01,1938,412.0,58.0,168.0
chapmar01,1939,438.0,62.0,174.0
chapmbl01,1976,80.0,14.0,23.0
chapmbl01,1977,155.0,38.0,43.0
chapmbl01,1978,226.0,48.0,51.0
chapmbl01,1979,290.0,73.0,77.0
chapmbl01,1980,345.0,93.0,103.0
chapmbl01,1981,363.0,99.0,114.0
chapmbl01,1982,402.0,106.0,125.0
chapmbr01,1990,3.0,0.0,0.0
charazd01,1997,25.0,0.0,1.0
charazd01,1998,84.0,2.0,7.0
charazd01,1999,149.0,4.0,16.0
charazd01,2000,231.0,6.0,23.0
charazd01,2001,306.0,16.0,36.0
charazd01,2002,380.0,25.0,66.0
charazd01,2003,459.0,41.0,91.0
charazd01,2005,530.0,57.0,118.0
charazd01,2006,610.0,68.0,150.0
charazd01,2007,687.0,85.0,184.0
charazd01,2008,767.0,104.0,215.0
charazd01,2009,847.0,111.0,252.0
charazd01,2010,928.0,125.0,282.0
charazd01,2011,1007.0,137.0,322.0
charbjo01,1987,16.0,0.0,2.0
charbjo01,1988,38.0,1.0,6.0
charbjo01,1993,68.0,8.0,13.0
charbjo01,1994,71.0,9.0,13.0
charbst01,1991,2.0,0.0,0.0
charlbo01,1967,7.0,1.0,0.0
charlbo01,1972,85.0,25.0,40.0
charlbo01,1973,159.0,29.0,47.0
charlbo01,1974,167.0,30.0,47.0
charlbo01,1975,195.0,33.0,50.0
charlto01,1983,10.0,0.0,0.0
charlto01,1984,77.0,1.0,8.0
charlto01,1985,79.0,1.0,9.0
charlto01,1986,80.0,1.0,9.0
charlto01,1987,86.0,3.0,9.0
charlto01,1989,93.0,3.0,9.0
charpse01,2001,2.0,0.0,0.0
charpse01,2002,19.0,0.0,0.0
charpse01,2003,26.0,0.0,0.0
charrer01,1992,3.0,0.0,0.0
charrer01,1993,7.0,0.0,0.0
charrer01,1994,52.0,1.0,4.0
charrer01,1995,70.0,1.0,5.0
charrer01,1996,95.0,2.0,6.0
charrer01,1997,97.0,2.0,6.0
charrer01,1998,109.0,2.0,7.0
charrer01,1999,130.0,2.0,7.0
charrgu01,1969,5.0,0.0,0.0
charrgu01,1970,44.0,10.0,6.0
charrgu01,1971,108.0,19.0,22.0
charrgu01,1972,183.0,37.0,40.0
charrgu01,1973,259.0,62.0,70.0
charrgu01,1974,336.0,76.0,109.0
charrgu01,1975,414.0,103.0,153.0
charrgu01,1976,494.0,139.0,199.0
charrgu01,1977,574.0,177.0,234.0
charrgu01,1978,654.0,205.0,276.0
charrgu01,1979,687.0,216.0,296.0
charrgu01,1980,734.0,221.0,309.0
chartbr01,1999,50.0,6.0,6.0
chartbr01,2000,54.0,7.0,6.0
chartbr01,2001,100.0,14.0,15.0
chartbr01,2002,162.0,22.0,21.0
chartbr01,2003,215.0,25.0,25.0
chartcl01,1972,12.0,2.0,3.0
chartcl01,1973,17.0,2.0,3.0
chartcl01,1974,18.0,2.0,3.0
chartda01,1980,1.0,0.0,0.0
chartri01,1974,12.0,0.0,0.0
chartri01,1975,28.0,1.0,3.0
chartri01,1976,71.0,4.0,7.0
chartri01,1977,139.0,8.0,19.0
chartri01,1978,201.0,13.0,30.0
chartri01,1979,267.0,18.0,37.0
chartri01,1980,302.0,19.0,43.0
chartri01,1981,335.0,21.0,51.0
chartri01,1982,392.0,26.0,58.0
chartri01,1983,420.0,28.0,64.0
chaseke01,1989,43.0,1.0,3.0
chaseke01,1990,45.0,2.0,3.0
chaseke01,1991,91.0,3.0,5.0
chaseke01,1992,140.0,5.0,10.0
chaseke01,1993,208.0,7.0,15.0
chaseke01,1994,236.0,7.0,19.0
chaseke01,1995,291.0,9.0,23.0
chaseke01,1996,321.0,10.0,25.0
chaseke01,1997,388.0,14.0,28.0
chaseke01,1998,433.0,17.0,35.0
chaseke01,1999,458.0,17.0,36.0
chassde01,1993,3.0,0.0,1.0
chassde01,1994,50.0,7.0,10.0
chassde01,1995,110.0,10.0,10.0
chassde01,1996,132.0,11.0,14.0
chebavl01,1997,2.0,0.0,2.0
chebavl01,1998,10.0,0.0,2.0
chebavl01,1999,27.0,1.0,3.0
chebavl01,2000,49.0,2.0,5.0
chebavl01,2001,62.0,2.0,7.0
checklu01,1943,1.0,0.0,0.0
checklu01,1944,27.0,6.0,2.0
cheecjo01,2002,66.0,9.0,7.0
cheecjo01,2003,147.0,37.0,26.0
cheecjo01,2005,229.0,93.0,63.0
cheecjo01,2006,305.0,130.0,95.0
cheecjo01,2007,374.0,153.0,109.0
cheecjo01,2008,440.0,165.0,126.0
cheecjo01,2009,501.0,170.0,135.0
cheevge01,1961,2.0,0.0,0.0
cheevge01,1965,9.0,0.0,0.0
cheevge01,1966,31.0,0.0,0.0
cheevge01,1967,78.0,0.0,2.0
cheevge01,1968,130.0,0.0,2.0
cheevge01,1969,171.0,0.0,2.0
cheevge01,1970,211.0,0.0,2.0
cheevge01,1971,252.0,0.0,4.0
cheevge01,1972,304.0,0.0,5.0
cheevge01,1973,363.0,0.0,5.0
cheevge01,1974,415.0,0.0,6.0
cheevge01,1975,458.0,0.0,6.0
cheevge01,1976,503.0,0.0,10.0
cheevge01,1977,524.0,0.0,11.0
cheevge01,1978,567.0,0.0,13.0
cheevge01,1979,609.0,0.0,13.0
chelich01,1983,12.0,0.0,2.0
chelich01,1984,86.0,9.0,57.0
chelich01,1985,127.0,17.0,83.0
chelich01,1986,198.0,28.0,116.0
chelich01,1987,269.0,48.0,157.0
chelich01,1988,349.0,63.0,215.0
chelich01,1989,402.0,72.0,237.0
chelich01,1990,479.0,84.0,289.0
chelich01,1991,559.0,93.0,336.0
chelich01,1992,643.0,108.0,394.0
chelich01,1993,719.0,124.0,438.0
chelich01,1994,767.0,129.0,471.0
chelich01,1995,848.0,143.0,529.0
chelich01,1996,920.0,153.0,567.0
chelich01,1997,1001.0,156.0,606.0
chelich01,1998,1076.0,165.0,633.0
chelich01,1999,1157.0,168.0,664.0
chelich01,2000,1181.0,168.0,667.0
chelich01,2001,1260.0,174.0,700.0
chelich01,2002,1326.0,176.0,717.0
chelich01,2003,1395.0,178.0,736.0
chelich01,2005,1476.0,182.0,743.0
chelich01,2006,1547.0,182.0,754.0
chelich01,2007,1616.0,185.0,763.0
chelich01,2008,1644.0,185.0,763.0
chelich01,2009,1651.0,185.0,763.0
chernmi01,1968,1.0,0.0,0.0
chernmi01,1973,37.0,11.0,10.0
chernmi01,1974,40.0,11.0,10.0
chernri01,1981,2.0,0.0,0.0
chernri01,1983,9.0,2.0,1.0
chernri01,1984,12.0,2.0,3.0
chernri01,1986,37.0,8.0,7.0
chernri01,1987,39.0,9.0,7.0
chernri01,1988,40.0,9.0,7.0
chernri01,1991,51.0,9.0,7.0
cherrdi01,1956,6.0,0.0,0.0
cherrdi01,1968,77.0,9.0,6.0
cherrdi01,1969,145.0,12.0,10.0
cherrdo01,1954,0.0,0.0,0.0
chervde01,1992,2.0,0.0,0.0
cheveti01,1988,2.0,0.0,0.0
cheveti01,1989,30.0,0.0,1.0
cheveti01,1990,95.0,0.0,6.0
cheveti01,1991,167.0,0.0,10.0
cheveti01,1992,234.0,0.0,14.0
cheveti01,1993,278.0,0.0,15.0
cheveti01,1994,308.0,0.0,16.0
cheveti01,1995,338.0,0.0,16.0
cheveti01,1996,340.0,0.0,16.0
chevral01,1985,37.0,0.0,3.0
chevral01,1986,95.0,0.0,3.0
chevral01,1987,140.0,0.0,4.0
chevral01,1988,189.0,0.0,8.0
chevral01,1989,231.0,0.0,11.0
chevral01,1990,234.0,0.0,11.0
chevrre01,1951,33.0,8.0,17.0
chevrre01,1952,102.0,27.0,31.0
chevrre01,1953,116.0,31.0,32.0
chevrre01,1954,180.0,49.0,54.0
chevrre01,1955,243.0,63.0,66.0
chevrre01,1956,313.0,94.0,83.0
chevrre01,1957,357.0,103.0,92.0
chevrre01,1958,387.0,104.0,97.0
chiasst01,1986,45.0,1.0,4.0
chiasst01,1987,74.0,3.0,13.0
chiasst01,1988,139.0,15.0,48.0
chiasst01,1989,206.0,29.0,76.0
chiasst01,1990,248.0,32.0,93.0
chiasst01,1991,310.0,42.0,117.0
chiasst01,1992,389.0,54.0,167.0
chiasst01,1993,471.0,67.0,200.0
chiasst01,1994,516.0,69.0,223.0
chiasst01,1995,592.0,77.0,248.0
chiasst01,1996,657.0,85.0,270.0
chiasst01,1997,723.0,92.0,297.0
chiasst01,1998,751.0,93.0,305.0
chibiig01,1993,37.0,4.0,11.0
chibiig01,1994,45.0,7.0,12.0
chicoda01,1977,6.0,0.0,0.0
chicoda01,1978,7.0,0.0,0.0
chicoda01,1979,31.0,1.0,2.0
chimeja01,2000,1.0,0.0,0.0
chimeja01,2001,4.0,1.0,0.0
chimeja01,2002,70.0,15.0,9.0
chimeja01,2003,130.0,19.0,17.0
chimeja01,2005,210.0,36.0,30.0
chimeja01,2006,292.0,51.0,51.0
chimeja01,2007,373.0,65.0,68.0
chimeja01,2008,422.0,73.0,82.0
chimeja01,2009,500.0,88.0,101.0
chimeja01,2010,581.0,98.0,117.0
chimeja01,2011,663.0,118.0,136.0
chinnri01,1973,1.0,0.0,1.0
chinnri01,1974,4.0,0.0,2.0
chiodan01,2003,8.0,0.0,0.0
chipcbi01,1909,1.0,1.0,0.0
chipcja01,1972,4.0,0.0,0.0
chipcky01,2007,36.0,4.0,7.0
chipcky01,2008,49.0,4.0,10.0
chipcky01,2009,123.0,10.0,16.0
chipcky01,2010,163.0,10.0,18.0
chipcky01,2011,216.0,13.0,31.0
chippro01,1974,78.0,19.0,20.0
chippro01,1975,153.0,61.0,61.0
chippro01,1976,234.0,88.0,88.0
chippro01,1977,314.0,121.0,140.0
chippro01,1978,369.0,153.0,177.0
chippro01,1979,448.0,175.0,200.0
chippro01,1980,452.0,175.0,201.0
chishar01,1960,3.0,0.0,0.0
chishco01,1986,1.0,0.0,0.0
chishle01,1939,28.0,6.0,8.0
chishle01,1940,54.0,10.0,8.0
chistst01,2002,79.0,12.0,18.0
chistst01,2003,135.0,14.0,34.0
chistst01,2006,196.0,19.0,42.0
chornma01,1980,8.0,1.0,6.0
chornma01,1981,68.0,2.0,12.0
chornma01,1982,135.0,5.0,17.0
chornma01,1983,210.0,8.0,27.0
chornta01,2008,2.0,0.0,0.0
chornta01,2009,44.0,0.0,3.0
chornta01,2010,56.0,1.0,6.0
chornta01,2011,61.0,1.0,6.0
chorsto01,1989,14.0,3.0,1.0
chorsto01,1990,71.0,12.0,12.0
chorsto01,1991,147.0,31.0,29.0
chorsto01,1992,197.0,38.0,41.0
chorsto01,1993,273.0,59.0,61.0
chorsto01,1994,315.0,69.0,69.0
chorsto01,1995,387.0,84.0,83.0
chorsto01,1996,455.0,102.0,91.0
chorsto01,1997,537.0,114.0,114.0
chorsto01,1998,563.0,114.0,117.0
chorsto01,1999,596.0,115.0,122.0
chouier01,2000,13.0,1.0,3.0
chouier01,2002,41.0,5.0,7.0
chouier01,2003,89.0,11.0,11.0
chouier01,2005,90.0,11.0,11.0
chouige01,1927,8.0,0.0,0.0
chouigu01,1974,5.0,0.0,0.0
chouigu01,1975,9.0,0.0,2.0
chouigu01,1976,89.0,17.0,35.0
chouigu01,1977,162.0,45.0,65.0
chouigu01,1978,242.0,95.0,122.0
chouigu01,1979,318.0,126.0,168.0
chouigu01,1980,370.0,157.0,220.0
chouigu01,1981,434.0,180.0,277.0
chouigu01,1982,514.0,193.0,336.0
chouigu01,1983,578.0,205.0,370.0
chouima01,2000,44.0,3.0,4.0
chouima01,2001,89.0,7.0,9.0
chouima01,2002,159.0,10.0,13.0
chouima01,2003,204.0,21.0,23.0
chouima01,2005,278.0,35.0,39.0
chouima01,2006,320.0,37.0,41.0
chouima02,2003,1.0,0.0,0.0
chrisda01,1979,15.0,8.0,10.0
chrisda01,1980,95.0,36.0,53.0
chrisda01,1981,175.0,61.0,104.0
chrisda01,1982,230.0,79.0,130.0
chrisda01,1983,310.0,108.0,182.0
chrisda01,1984,390.0,134.0,225.0
chrisda01,1985,470.0,175.0,267.0
chrisda01,1986,546.0,198.0,294.0
chrisda01,1987,626.0,235.0,315.0
chrisda01,1988,706.0,269.0,346.0
chrisda01,1989,784.0,284.0,371.0
chrisda01,1990,862.0,316.0,392.0
chrisda01,1991,940.0,336.0,416.0
chrisda01,1992,1000.0,340.0,430.0
chrisda01,1993,1009.0,340.0,433.0
chriser01,2005,33.0,6.0,7.0
chriser01,2006,94.0,24.0,22.0
chriser01,2007,153.0,35.0,35.0
chriser01,2008,217.0,42.0,56.0
chriser01,2009,275.0,50.0,74.0
chriser01,2010,338.0,61.0,90.0
chriser01,2011,387.0,68.0,95.0
chrisje01,1991,2.0,0.0,0.0
chrisje01,1994,3.0,0.0,0.0
chrisje01,1995,6.0,0.0,0.0
chrisje01,1996,17.0,2.0,2.0
chrisje01,1997,18.0,2.0,2.0
chriske01,1972,64.0,12.0,30.0
chriske01,1973,138.0,23.0,55.0
chrismi01,1974,34.0,0.0,14.0
chrismi01,1975,112.0,3.0,32.0
chrismi01,1976,191.0,9.0,59.0
chrismi01,1977,260.0,12.0,73.0
chrismi01,1978,328.0,13.0,83.0
chrismi01,1979,402.0,14.0,100.0
chrismi01,1980,412.0,15.0,101.0
chrisry01,1999,5.0,0.0,0.0
chrisry01,2001,7.0,0.0,0.0
chrisst01,1979,20.0,8.0,7.0
chrisst01,1980,76.0,34.0,20.0
chrisst01,1981,145.0,60.0,49.0
chrisst01,1982,190.0,69.0,57.0
chrisst01,1983,248.0,77.0,64.0
chrysbo01,1953,64.0,5.0,5.0
chrysbo01,1954,132.0,11.0,14.0
chubaar01,1999,49.0,1.0,8.0
chubaar01,2000,50.0,1.0,8.0
chubaar01,2001,101.0,6.0,13.0
chubaar01,2002,163.0,13.0,26.0
chubaar01,2003,228.0,25.0,33.0
chuckkr01,2008,2.0,0.0,0.0
churcbr01,1997,2.0,0.0,0.0
churcja01,1938,3.0,0.0,2.0
churcja01,1939,34.0,1.0,6.0
churcja01,1940,45.0,1.0,7.0
churcja01,1941,87.0,2.0,13.0
churcja01,1945,130.0,4.0,19.0
churlsh01,1986,20.0,0.0,1.0
churlsh01,1987,51.0,1.0,6.0
churlsh01,1988,69.0,2.0,6.0
churlsh01,1989,122.0,4.0,9.0
churlsh01,1990,162.0,6.0,11.0
churlsh01,1991,219.0,10.0,12.0
churlsh01,1992,292.0,15.0,28.0
churlsh01,1993,361.0,21.0,35.0
churlsh01,1994,388.0,22.0,38.0
churlsh01,1995,443.0,26.0,44.0
churlsh01,1996,488.0,26.0,45.0
chychje01,1986,1.0,0.0,0.0
chychje01,1987,4.0,0.0,0.0
chychje01,1988,84.0,1.0,4.0
chychje01,1989,163.0,3.0,11.0
chychje01,1990,199.0,3.0,17.0
chychje01,1991,242.0,3.0,21.0
chychje01,1992,260.0,3.0,22.0
chychje01,1993,262.0,3.0,22.0
chynode01,1988,6.0,0.0,0.0
chynode01,1989,26.0,0.0,2.0
chynode01,1990,51.0,1.0,3.0
chynode01,1991,62.0,2.0,3.0
chynode01,1993,101.0,2.0,7.0
chynode01,1994,133.0,2.0,9.0
chynode01,1995,182.0,4.0,15.0
chynode01,1996,239.0,4.0,18.0
chynode01,1997,241.0,4.0,18.0
chyzoda01,1989,34.0,8.0,6.0
chyzoda01,1990,90.0,13.0,15.0
chyzoda01,1991,102.0,14.0,16.0
chyzoda01,1993,105.0,15.0,16.0
chyzoda01,1994,118.0,15.0,16.0
chyzoda01,1996,126.0,15.0,16.0
ciavape01,1991,2.0,0.0,0.0
ciavape01,1992,5.0,0.0,0.0
cibakma01,2001,26.0,1.0,5.0
cibakma01,2003,89.0,3.0,12.0
cibakma01,2005,154.0,5.0,18.0
ciccadi01,1980,32.0,18.0,12.0
ciccadi01,1981,108.0,73.0,63.0
ciccadi01,1982,185.0,110.0,101.0
ciccadi01,1983,264.0,148.0,134.0
ciccadi01,1984,315.0,163.0,151.0
ciccadi01,1985,390.0,207.0,196.0
ciccadi01,1986,470.0,259.0,247.0
ciccadi01,1987,537.0,300.0,292.0
ciccadi01,1988,613.0,344.0,322.0
ciccadi01,1989,693.0,385.0,360.0
ciccadi01,1990,747.0,406.0,378.0
ciccadi01,1991,825.0,444.0,416.0
ciccadi01,1992,907.0,485.0,472.0
ciccadi01,1993,973.0,513.0,501.0
ciccadi01,1994,1015.0,529.0,528.0
ciccadi01,1995,1079.0,551.0,549.0
ciccadi01,1996,1156.0,586.0,574.0
ciccadi01,1997,1218.0,602.0,591.0
ciccadi01,1998,1232.0,608.0,592.0
ciccoen01,1991,11.0,0.0,0.0
ciccoen01,1992,42.0,0.0,1.0
ciccoen01,1993,99.0,1.0,3.0
ciccoen01,1994,140.0,3.0,7.0
ciccoen01,1995,206.0,5.0,11.0
ciccoen01,1996,273.0,7.0,13.0
ciccoen01,1997,312.0,7.0,17.0
ciccoen01,1998,371.0,10.0,18.0
ciccoen01,2000,374.0,10.0,18.0
cichoch01,1985,59.0,10.0,11.0
cichoch01,1986,61.0,10.0,11.0
cichoch01,1987,66.0,11.0,11.0
cichoch01,1988,68.0,11.0,12.0
cierniv01,1997,2.0,0.0,0.0
cierniv01,2000,6.0,2.0,0.0
cierniv01,2001,35.0,3.0,3.0
cierniv01,2002,82.0,11.0,13.0
cierniv01,2003,89.0,12.0,14.0
ciernjo01,1993,1.0,0.0,0.0
cieslha01,1955,70.0,8.0,23.0
cieslha01,1956,140.0,18.0,31.0
cieslha01,1957,200.0,20.0,37.0
cieslha01,1958,269.0,26.0,51.0
cigerzd01,1990,45.0,8.0,17.0
cigerzd01,1991,65.0,14.0,22.0
cigerzd01,1992,129.0,27.0,45.0
cigerzd01,1993,213.0,49.0,80.0
cigerzd01,1994,218.0,51.0,82.0
cigerzd01,1995,296.0,82.0,121.0
cigerzd01,2001,352.0,94.0,134.0
cimelto01,1992,2.0,0.0,0.0
cimetro01,1988,7.0,2.0,0.0
cimetro01,1989,54.0,10.0,9.0
cimetro01,1990,79.0,12.0,13.0
cimetro01,1991,103.0,16.0,16.0
cireljo01,1981,65.0,7.0,12.0
cireljo01,1982,67.0,7.0,13.0
cireljo01,1983,146.0,18.0,46.0
cireljo01,1984,212.0,24.0,64.0
cireljo01,1985,278.0,30.0,87.0
cireljo01,1986,343.0,39.0,109.0
cireljo01,1987,423.0,47.0,140.0
cireljo01,1988,503.0,50.0,159.0
cireljo01,1989,559.0,54.0,173.0
cireljo01,1990,617.0,57.0,183.0
cireljo01,1991,684.0,60.0,195.0
cireljo01,1992,739.0,63.0,201.0
