playerID,year,GP,G,A
aaltoan01,1997,3.0,0.0,0.0
aaltoan01,1998,76.0,3.0,5.0
aaltoan01,1999,139.0,10.0,16.0
aaltoan01,2000,151.0,11.0,17.0
abbeybr01,1975,17.0,1.0,0.0
abbotge01,1943,1.0,0.0,0.0
abbotre01,1952,3.0,0.0,0.0
abdelju01,2007,2.0,0.0,0.0
abdelju01,2008,4.0,0.0,0.0
abdelju01,2009,54.0,3.0,3.0
abdelju01,2010,128.0,10.0,15.0
abdelju01,2011,209.0,18.0,29.0
abelcl01,1926,44.0,8.0,4.0
abelcl01,1927,67.0,8.0,5.0
abelcl01,1928,111.0,11.0,6.0
abelcl01,1929,149.0,14.0,9.0
abelcl01,1930,192.0,14.0,10.0
abelcl01,1931,240.0,18.0,13.0
abelcl01,1932,287.0,18.0,17.0
abelcl01,1933,333.0,20.0,18.0
abelge01,1966,1.0,0.0,0.0
abelsi01,1938,15.0,1.0,1.0
abelsi01,1939,39.0,2.0,6.0
abelsi01,1940,86.0,13.0,28.0
abelsi01,1941,134.0,31.0,59.0
abelsi01,1942,183.0,49.0,83.0
abelsi01,1945,190.0,49.0,85.0
abelsi01,1946,250.0,68.0,114.0
abelsi01,1947,310.0,82.0,144.0
abelsi01,1948,370.0,110.0,170.0
abelsi01,1949,439.0,144.0,205.0
abelsi01,1950,508.0,167.0,243.0
abelsi01,1951,570.0,184.0,279.0
abelsi01,1952,609.0,189.0,283.0
abelsi01,1953,612.0,189.0,283.0
abgrade01,1975,13.0,0.0,2.0
abgrade01,1976,93.0,23.0,41.0
abgrade01,1977,158.0,36.0,52.0
abidra01,2002,33.0,10.0,8.0
abidra01,2003,49.0,13.0,10.0
abidra01,2005,55.0,13.0,12.0
abidra01,2006,68.0,14.0,16.0
abrahch01,1974,16.0,0.0,0.0
abrahch01,1975,57.0,0.0,1.0
abrahch01,1976,102.0,0.0,2.0
abrahth01,1974,76.0,8.0,22.0
abrahth01,1975,139.0,22.0,43.0
abrahth01,1976,203.0,28.0,67.0
abrahth01,1980,235.0,34.0,78.0
achtyge01,1951,1.0,0.0,0.0
achtyge01,1956,4.0,0.0,0.0
achtyge01,1957,20.0,3.0,5.0
achtyge01,1958,32.0,3.0,5.0
acombdo01,1969,2.0,0.0,1.0
actonke01,1979,2.0,0.0,1.0
actonke01,1980,63.0,15.0,25.0
actonke01,1981,141.0,51.0,77.0
actonke01,1982,219.0,75.0,103.0
actonke01,1983,290.0,95.0,148.0
actonke01,1984,368.0,115.0,186.0
actonke01,1985,447.0,141.0,218.0
actonke01,1986,525.0,157.0,247.0
actonke01,1987,597.0,168.0,264.0
actonke01,1988,668.0,182.0,289.0
actonke01,1989,737.0,195.0,303.0
actonke01,1990,813.0,209.0,326.0
actonke01,1991,863.0,216.0,336.0
actonke01,1992,946.0,224.0,351.0
actonke01,1993,1023.0,226.0,358.0
adairji01,1973,70.0,12.0,17.0
adamdo01,1949,4.0,0.0,1.0
adamipe01,1978,6.0,0.0,2.0
adamlu01,2010,19.0,3.0,1.0
adamlu01,2011,71.0,13.0,11.0
adamru01,1982,8.0,1.0,2.0
adamsbi01,1919,16.0,0.0,0.0
adamsbi01,1920,34.0,2.0,0.0
adamsbi01,1921,51.0,3.0,3.0
adamsbr01,1999,2.0,0.0,0.0
adamsbr01,2000,11.0,0.0,1.0
adamscr01,2000,44.0,1.0,0.0
adamscr01,2001,77.0,1.0,1.0
adamscr01,2002,158.0,7.0,13.0
adamscr01,2003,238.0,14.0,23.0
adamscr01,2005,305.0,24.0,34.0
adamscr01,2006,387.0,31.0,41.0
adamscr01,2007,462.0,35.0,48.0
adamscr01,2008,507.0,37.0,53.0
adamscr01,2009,589.0,37.0,63.0
adamscr01,2010,669.0,41.0,74.0
adamscr01,2011,751.0,46.0,87.0
adamsgr01,1980,6.0,3.0,0.0
adamsgr01,1981,39.0,7.0,15.0
adamsgr01,1982,118.0,17.0,28.0
adamsgr01,1983,175.0,19.0,34.0
adamsgr01,1984,226.0,25.0,46.0
adamsgr01,1985,304.0,43.0,84.0
adamsgr01,1986,371.0,57.0,114.0
adamsgr01,1987,449.0,72.0,126.0
adamsgr01,1988,510.0,80.0,133.0
adamsgr01,1989,545.0,84.0,143.0
adamsgr02,1984,36.0,12.0,9.0
adamsgr02,1985,114.0,47.0,51.0
adamsgr02,1986,186.0,67.0,78.0
adamsgr02,1987,266.0,103.0,118.0
adamsgr02,1988,327.0,122.0,132.0
adamsgr02,1989,392.0,152.0,152.0
adamsgr02,1990,447.0,173.0,176.0
adamsgr02,1991,523.0,203.0,203.0
adamsgr02,1992,576.0,228.0,234.0
adamsgr02,1993,644.0,241.0,258.0
adamsgr02,1994,687.0,249.0,271.0
adamsgr02,1995,753.0,271.0,292.0
adamsgr02,1996,803.0,292.0,307.0
adamsgr02,1997,852.0,306.0,325.0
adamsgr02,1998,927.0,325.0,349.0
adamsgr02,1999,996.0,344.0,376.0
adamsgr02,2000,1056.0,355.0,388.0
adamsja01,1917,8.0,0.0,0.0
adamsja01,1918,25.0,3.0,3.0
adamsja01,1919,47.0,12.0,7.0
adamsja01,1920,71.0,29.0,20.0
adamsja01,1921,95.0,55.0,24.0
adamsja01,1922,118.0,74.0,33.0
adamsja01,1923,140.0,88.0,37.0
adamsja01,1924,167.0,109.0,47.0
adamsja01,1925,203.0,130.0,52.0
adamsja01,1926,243.0,135.0,53.0
adamsjo01,1940,42.0,6.0,12.0
adamsjo02,1972,14.0,0.0,0.0
adamsjo02,1974,22.0,0.0,0.0
adamske01,1997,5.0,0.0,0.0
adamske01,1998,6.0,0.0,0.0
adamske01,1999,58.0,5.0,8.0
adamske01,2000,136.0,16.0,26.0
adamske01,2001,213.0,22.0,37.0
adamske01,2002,290.0,31.0,46.0
adamske01,2003,363.0,41.0,58.0
adamske01,2005,445.0,56.0,66.0
adamske01,2006,513.0,59.0,75.0
adamske01,2007,540.0,59.0,77.0
adamsst01,1929,24.0,4.0,6.0
adamsst01,1930,61.0,9.0,19.0
adamsst01,1931,87.0,9.0,24.0
adamsst01,1932,95.0,9.0,26.0
adduora01,1973,2.0,0.0,0.0
adduora01,1974,80.0,15.0,59.0
adduora01,1975,160.0,38.0,126.0
adduora01,1976,213.0,44.0,150.0
adduora01,1977,221.0,45.0,152.0
adduori01,1975,1.0,0.0,0.0
adduori01,1978,81.0,20.0,33.0
adduori01,1979,84.0,20.0,33.0
aebisda01,2000,26.0,0.0,1.0
aebisda01,2001,47.0,0.0,1.0
aebisda01,2002,69.0,0.0,1.0
aebisda01,2003,131.0,0.0,2.0
aebisda01,2005,181.0,0.0,5.0
aebisda01,2006,213.0,0.0,5.0
aebisda01,2007,214.0,0.0,5.0
afanadm01,2000,9.0,1.0,1.0
afanadm01,2001,14.0,1.0,1.0
afanadm01,2003,85.0,7.0,11.0
afanadm01,2005,153.0,16.0,17.0
afanadm01,2006,227.0,27.0,27.0
afflebr01,1974,13.0,0.0,2.0
afflebr01,1975,93.0,4.0,28.0
afflebr01,1976,173.0,9.0,48.0
afflebr01,1977,248.0,13.0,62.0
afflebr01,1978,274.0,14.0,65.0
afflebr01,1979,279.0,14.0,66.0
afflebr01,1983,280.0,14.0,66.0
afinoma01,1999,65.0,16.0,18.0
afinoma01,2000,143.0,30.0,40.0
afinoma01,2001,224.0,51.0,59.0
afinoma01,2002,259.0,56.0,65.0
afinoma01,2003,332.0,73.0,79.0
afinoma01,2005,409.0,95.0,130.0
afinoma01,2006,465.0,118.0,168.0
afinoma01,2007,521.0,128.0,186.0
afinoma01,2008,569.0,134.0,200.0
afinoma01,2009,651.0,158.0,237.0
agnewji01,1986,4.0,0.0,0.0
agnewji01,1987,14.0,0.0,1.0
agnewji01,1989,21.0,0.0,1.0
agnewji01,1990,41.0,0.0,1.0
agnewji01,1991,65.0,0.0,1.0
agnewji01,1992,81.0,0.0,1.0
ahearke01,1972,78.0,20.0,22.0
ahernfr01,1974,3.0,2.0,1.0
ahernfr01,1975,47.0,19.0,9.0
ahernfr01,1976,72.0,23.0,13.0
ahernfr01,1977,146.0,31.0,30.0
ahlinru01,1937,1.0,0.0,0.0
ahokase01,1978,1.0,0.0,0.0
aholape01,1991,71.0,7.0,12.0
aholape01,1992,121.0,10.0,17.0
aholape01,1993,123.0,10.0,17.0
ahrench01,1972,0.0,0.0,0.0
ahrench01,1973,3.0,0.0,1.0
ahrench01,1974,47.0,0.0,3.0
ahrench01,1975,49.0,0.0,3.0
ahrench01,1976,51.0,0.0,3.0
ahrench01,1977,56.0,0.0,3.0
aikendo01,1957,1.0,0.0,0.0
ailsbll01,1951,3.0,0.0,0.0
aitkean01,1932,48.0,0.0,0.0
aitkean01,1933,96.0,0.0,0.0
aitkean01,1934,106.0,0.0,0.0
aitkebr01,1987,5.0,1.0,1.0
aitkebr01,1990,14.0,1.0,3.0
aitkejo01,1999,3.0,0.0,0.0
aitkejo01,2003,44.0,0.0,1.0
aivazmi01,1993,59.0,4.0,4.0
aivazmi01,1994,80.0,4.0,5.0
aivazmi01,1995,92.0,4.0,6.0
alatami01,1999,82.0,10.0,17.0
alatami01,2000,152.0,17.0,29.0
albelto01,1987,60.0,3.0,23.0
albelto01,1988,120.0,12.0,51.0
albelto01,1989,188.0,18.0,74.0
albelto01,1990,235.0,20.0,86.0
albelto01,1991,254.0,20.0,90.0
albelto01,1992,290.0,21.0,95.0
albelto01,1993,352.0,23.0,112.0
albelto01,1994,400.0,28.0,122.0
albelto01,1995,473.0,29.0,135.0
albelto01,1996,545.0,33.0,146.0
albelto01,1997,614.0,35.0,163.0
albelto01,1998,674.0,36.0,168.0
albelto01,1999,715.0,40.0,174.0
albelto01,2000,792.0,41.0,193.0
albelto01,2001,834.0,42.0,196.0
albelto01,2002,871.0,43.0,202.0
albelto01,2003,916.0,44.0,205.0
albelto01,2005,952.0,44.0,211.0
alberan01,2005,73.0,1.0,6.0
alberan01,2006,149.0,1.0,16.0
alberan01,2007,184.0,1.0,18.0
alberan01,2008,263.0,2.0,30.0
alberan01,2009,339.0,5.0,39.0
alberan01,2010,381.0,6.0,45.0
alberan01,2011,425.0,8.0,46.0
albricl01,1948,59.0,14.0,5.0
aldcoga01,1956,22.0,5.0,1.0
aldcoga01,1957,81.0,15.0,15.0
aldcoga01,1958,86.0,15.0,18.0
aldcoga01,1959,156.0,37.0,47.0
aldcoga01,1960,226.0,41.0,56.0
aldrike01,1999,4.0,0.0,0.0
alexaar01,1931,10.0,0.0,2.0
alexaar01,1932,11.0,0.0,2.0
alexacl01,1974,42.0,7.0,11.0
alexacl01,1975,75.0,9.0,17.0
alexacl01,1976,123.0,10.0,29.0
alexacl01,1977,155.0,18.0,47.0
alexacl01,1978,209.0,26.0,70.0
alexeni01,2001,44.0,4.0,4.0
alexeni01,2002,81.0,8.0,6.0
alexeni01,2006,159.0,20.0,17.0
alfreda01,1995,82.0,26.0,35.0
alfreda01,1996,158.0,50.0,82.0
alfreda01,1997,213.0,67.0,110.0
alfreda01,1998,271.0,78.0,132.0
alfreda01,1999,328.0,99.0,170.0
alfreda01,2000,396.0,123.0,216.0
alfreda01,2001,474.0,160.0,250.0
alfreda01,2002,552.0,187.0,301.0
alfreda01,2003,629.0,219.0,349.0
alfreda01,2005,706.0,262.0,409.0
alfreda01,2006,783.0,291.0,467.0
alfreda01,2007,853.0,331.0,516.0
alfreda01,2008,932.0,355.0,566.0
alfreda01,2009,1002.0,375.0,617.0
alfreda01,2010,1056.0,389.0,634.0
alfreda01,2011,1131.0,416.0,666.0
aliuak01,2011,2.0,2.0,1.0
allanje01,1977,6.0,0.0,0.0
allenbo01,2002,1.0,0.0,0.0
allenbo01,2006,32.0,0.0,3.0
allenbo01,2007,51.0,0.0,3.0
allenbr01,2000,6.0,0.0,0.0
allenbr01,2001,17.0,0.0,0.0
allenbr01,2002,65.0,5.0,3.0
allenbr01,2003,139.0,7.0,8.0
allenbr01,2005,216.0,14.0,18.0
allenbr01,2006,298.0,18.0,39.0
allenbr01,2007,371.0,20.0,53.0
allenbr01,2008,373.0,20.0,54.0
allenbr01,2009,447.0,24.0,63.0
allenbr01,2010,519.0,28.0,76.0
allenbr01,2011,601.0,29.0,89.0
allench01,1997,1.0,0.0,0.0
allench01,1998,2.0,0.0,0.0
allenge01,1938,19.0,6.0,6.0
allenge01,1939,67.0,16.0,18.0
allenge01,1940,111.0,30.0,35.0
allenge01,1941,154.0,37.0,48.0
allenge01,1942,201.0,47.0,62.0
allenge01,1943,246.0,64.0,86.0
allenge01,1945,290.0,75.0,101.0
allenge01,1946,339.0,82.0,115.0
allenke01,1953,10.0,0.0,4.0
allenke01,1954,28.0,0.0,4.0
allenpe01,1995,8.0,0.0,0.0
allenvi01,1940,6.0,0.0,1.0
alleyst01,1977,27.0,8.0,12.0
alleyst01,1978,105.0,25.0,36.0
alleyst01,1979,112.0,26.0,37.0
alleyst01,1980,120.0,28.0,39.0
allisda01,1983,3.0,0.0,0.0
allisja01,1993,2.0,0.0,1.0
allisja01,1994,14.0,2.0,2.0
allisja01,1995,33.0,2.0,5.0
allisja01,1996,105.0,10.0,31.0
allisja01,1997,186.0,43.0,81.0
allisja01,1998,268.0,66.0,134.0
allisja01,1999,305.0,76.0,152.0
allisja01,2000,387.0,112.0,211.0
allisja01,2001,460.0,131.0,266.0
allisja01,2002,486.0,137.0,288.0
allisja01,2005,552.0,154.0,331.0
allisja02,1994,1.0,0.0,0.0
allisja02,1996,21.0,0.0,0.0
allisja02,1997,64.0,3.0,8.0
allisja02,1998,103.0,5.0,10.0
allisja02,1999,162.0,6.0,13.0
allisja02,2000,206.0,7.0,16.0
allisja02,2001,250.0,7.0,18.0
allisja02,2002,298.0,7.0,19.0
allisja02,2003,345.0,7.0,22.0
allisja02,2005,372.0,7.0,23.0
allismi01,1980,75.0,26.0,38.0
allismi01,1981,123.0,33.0,53.0
allismi01,1982,162.0,44.0,62.0
allismi01,1983,207.0,52.0,74.0
allismi01,1984,238.0,61.0,89.0
allismi01,1985,266.0,63.0,102.0
allismi01,1986,337.0,70.0,118.0
allismi01,1987,389.0,86.0,133.0
allismi01,1988,444.0,100.0,155.0
allismi01,1989,499.0,102.0,166.0
allisra01,1979,64.0,16.0,12.0
allisra01,1980,70.0,17.0,12.0
allisra01,1981,121.0,34.0,49.0
allisra01,1982,188.0,55.0,79.0
allisra01,1983,225.0,63.0,92.0
allisra01,1984,236.0,64.0,93.0
allisra01,1986,238.0,64.0,93.0
allumbi01,1939,1.0,0.0,0.0
allumbi01,1940,2.0,0.0,1.0
almasre01,1946,1.0,0.0,0.0
almasre01,1950,2.0,0.0,0.0
almasre01,1952,3.0,0.0,0.0
almonco01,2009,7.0,1.0,0.0
almonco01,2010,15.0,1.0,0.0
almonco01,2011,25.0,2.0,0.0
alzneka01,2008,30.0,1.0,4.0
alzneka01,2009,51.0,1.0,9.0
alzneka01,2010,133.0,3.0,19.0
alzneka01,2011,215.0,4.0,35.0
amadida01,1957,2.0,0.0,0.0
amadida01,1967,60.0,4.0,6.0
amadida01,1968,125.0,5.0,11.0
ambrope01,1994,12.0,0.0,1.0
amodemi01,1972,61.0,1.0,14.0
amodemi01,1973,138.0,1.0,25.0
amodemi01,1974,202.0,2.0,38.0
amodemi01,1975,233.0,6.0,46.0
amodemi01,1977,236.0,7.0,47.0
amodemi01,1978,300.0,11.0,65.0
amodemi01,1979,319.0,11.0,65.0
amontto01,1990,0.0,0.0,0.0
amontto01,1991,79.0,35.0,34.0
amontto01,1992,162.0,68.0,77.0
amontto01,1993,241.0,85.0,102.0
amontto01,1994,289.0,100.0,122.0
amontto01,1995,370.0,131.0,154.0
amontto01,1996,451.0,172.0,190.0
amontto01,1997,533.0,203.0,232.0
amontto01,1998,615.0,247.0,263.0
amontto01,1999,697.0,290.0,304.0
amontto01,2000,779.0,325.0,333.0
amontto01,2001,861.0,352.0,372.0
amontto01,2002,933.0,372.0,403.0
amontto01,2003,1013.0,392.0,436.0
amontto01,2005,1093.0,406.0,464.0
amontto01,2006,1174.0,416.0,484.0
anderbi01,1942,0.0,0.0,0.0
andercr01,2002,6.0,0.0,0.0
andercr01,2003,27.0,0.0,0.0
andercr01,2005,56.0,0.0,1.0
andercr01,2006,61.0,0.0,1.0
andercr01,2007,78.0,0.0,2.0
andercr01,2008,109.0,0.0,3.0
andercr01,2009,180.0,0.0,6.0
andercr01,2010,231.0,0.0,7.0
andercr01,2011,294.0,0.0,11.0
anderda01,1956,13.0,0.0,0.0
anderdo01,1952,0.0,0.0,0.0
anderea01,1974,64.0,9.0,7.0
anderea01,1975,69.0,9.0,8.0
anderea01,1976,109.0,19.0,19.0
anderer01,1997,12.0,2.0,1.0
anderer02,1921,16.0,1.0,2.0
anderer02,1922,46.0,11.0,3.0
anderer02,1923,75.0,17.0,4.0
anderer02,1924,100.0,23.0,7.0
anderer02,1925,125.0,29.0,10.0
andergl01,1980,58.0,30.0,23.0
andergl01,1981,138.0,68.0,90.0
andergl01,1982,210.0,116.0,146.0
andergl01,1983,290.0,170.0,191.0
andergl01,1984,370.0,212.0,230.0
andergl01,1985,442.0,266.0,278.0
andergl01,1986,522.0,301.0,316.0
andergl01,1987,602.0,339.0,366.0
andergl01,1988,681.0,355.0,414.0
andergl01,1989,754.0,389.0,452.0
andergl01,1990,828.0,413.0,483.0
andergl01,1991,900.0,437.0,516.0
andergl01,1992,976.0,459.0,559.0
andergl01,1993,1061.0,480.0,579.0
andergl01,1994,1097.0,492.0,593.0
andergl01,1995,1129.0,498.0,601.0
anderji01,1967,7.0,1.0,2.0
anderjo01,1977,17.0,1.0,2.0
anderjo01,1978,88.0,16.0,13.0
anderjo01,1979,162.0,41.0,41.0
anderjo01,1980,237.0,58.0,67.0
anderjo01,1981,306.0,89.0,93.0
anderjo01,1982,386.0,120.0,142.0
anderjo01,1983,459.0,157.0,173.0
anderjo01,1984,534.0,189.0,204.0
anderjo01,1985,613.0,218.0,249.0
anderjo01,1986,689.0,249.0,293.0
anderjo01,1987,752.0,266.0,325.0
anderjo01,1988,814.0,282.0,349.0
anderjo02,2001,5.0,0.0,0.0
anderjo02,2010,9.0,0.0,0.0
anderjo03,1921,15.0,3.0,2.0
anderjo03,1922,40.0,4.0,7.0
anderjo03,1923,69.0,9.0,9.0
anderjo03,1924,95.0,15.0,11.0
anderjo03,1925,124.0,21.0,11.0
anderjo04,2011,5.0,0.0,0.0
anderke01,1977,73.0,15.0,18.0
anderke01,1978,114.0,24.0,22.0
anderke01,1979,175.0,33.0,32.0
anderke01,1980,252.0,50.0,56.0
anderke01,1981,322.0,59.0,68.0
anderke01,1982,393.0,67.0,88.0
anderke01,1983,456.0,72.0,103.0
anderlo01,1951,3.0,0.0,0.0
andermi01,1985,32.0,1.0,9.0
andermi01,1986,48.0,1.0,12.0
andermi01,1987,85.0,4.0,32.0
andermi01,1988,99.0,4.0,33.0
andermi01,1989,149.0,17.0,57.0
andermi01,1990,190.0,21.0,64.0
andermi01,1991,264.0,39.0,93.0
andermi01,1992,341.0,55.0,104.0
andermi01,1993,417.0,68.0,116.0
andermi01,1994,453.0,72.0,123.0
andermi01,1995,517.0,80.0,134.0
andermi01,1996,587.0,85.0,148.0
andermi01,1997,659.0,91.0,159.0
andermi01,1998,706.0,93.0,163.0
andermi01,1999,761.0,95.0,169.0
andermu01,1974,40.0,0.0,1.0
anderni01,1992,3.0,0.0,1.0
anderni01,1995,50.0,14.0,13.0
anderni01,1996,124.0,26.0,44.0
anderni01,1997,129.0,26.0,44.0
anderni01,1999,153.0,29.0,52.0
anderni01,2000,164.0,29.0,53.0
anderpe01,1981,5.0,1.0,2.0
anderpe01,1982,23.0,6.0,4.0
anderpe01,1983,73.0,13.0,9.0
anderpe01,1984,144.0,22.0,18.0
anderpe01,1985,195.0,29.0,30.0
anderpe01,1986,252.0,39.0,39.0
anderpe01,1987,312.0,43.0,45.0
anderpe01,1988,351.0,46.0,51.0
anderpe01,1990,352.0,46.0,51.0
anderpe01,1991,400.0,50.0,59.0
anderpe02,1983,42.0,3.0,7.0
anderpe02,1984,99.0,3.0,17.0
anderpe02,1985,172.0,10.0,41.0
anderpe03,1992,31.0,4.0,11.0
anderpe03,1993,47.0,6.0,13.0
anderro01,1967,18.0,2.0,0.0
anderro01,1968,81.0,5.0,5.0
anderro01,1969,140.0,14.0,14.0
anderro01,1970,214.0,28.0,26.0
anderro01,1971,251.0,28.0,30.0
anderro01,1972,324.0,42.0,45.0
anderro01,1973,343.0,47.0,47.0
anderro02,1974,28.0,9.0,7.0
anderro03,1972,74.0,3.0,26.0
anderro03,1973,76.0,3.0,26.0
anderro03,1974,115.0,3.0,35.0
anderru01,1976,66.0,2.0,11.0
anderru01,1977,140.0,4.0,27.0
anderru01,1978,212.0,7.0,40.0
anderru01,1979,288.0,12.0,62.0
anderru01,1980,322.0,15.0,76.0
anderru01,1981,378.0,16.0,80.0
anderru01,1982,435.0,16.0,86.0
anderru01,1983,505.0,21.0,98.0
anderru01,1984,519.0,22.0,99.0
andersh01,1986,41.0,2.0,11.0
andersh01,1987,64.0,3.0,13.0
andersh01,1988,97.0,5.0,23.0
andersh01,1989,113.0,6.0,26.0
andersh01,1990,144.0,9.0,36.0
andersh01,1992,204.0,11.0,42.0
andersh01,1993,254.0,11.0,51.0
andersh01,1994,255.0,11.0,51.0
anderto01,1934,27.0,5.0,2.0
anderto01,1935,51.0,8.0,4.0
anderto01,1936,96.0,18.0,19.0
anderto01,1937,141.0,22.0,40.0
anderto01,1938,188.0,35.0,67.0
anderto01,1939,236.0,47.0,86.0
anderto01,1940,271.0,50.0,98.0
anderto01,1941,319.0,62.0,127.0
andrast01,1971,0.0,0.0,0.0
andrast01,1974,77.0,6.0,11.0
andrast01,1975,97.0,9.0,13.0
andreal01,1978,6.0,2.0,4.0
andreda01,1982,43.0,14.0,23.0
andreda01,1983,121.0,52.0,65.0
andreda01,1984,185.0,83.0,95.0
andreda01,1985,265.0,119.0,146.0
andreda01,1986,342.0,144.0,194.0
andreda01,1987,422.0,174.0,242.0
andreda01,1988,478.0,202.0,266.0
andreda01,1989,551.0,242.0,308.0
andreda01,1990,631.0,278.0,341.0
andreda01,1991,711.0,319.0,391.0
andreda01,1992,794.0,373.0,436.0
andreda01,1993,877.0,426.0,482.0
andreda01,1994,925.0,448.0,498.0
andreda01,1995,1001.0,476.0,527.0
andreda01,1996,1083.0,503.0,561.0
andreda01,1997,1158.0,517.0,595.0
andreda01,1998,1210.0,532.0,608.0
andreda01,1999,1287.0,552.0,624.0
andreda01,2000,1361.0,572.0,637.0
andreda01,2001,1443.0,593.0,654.0
andreda01,2002,1515.0,613.0,668.0
andreda01,2003,1597.0,634.0,686.0
andreda01,2005,1639.0,640.0,698.0
andrell01,1921,11.0,0.0,0.0
andrell01,1922,34.0,5.0,4.0
andrell01,1923,46.0,7.0,5.0
andrell01,1924,53.0,8.0,5.0
andrepa01,1965,4.0,1.0,1.0
andrepa01,1967,69.0,12.0,22.0
andrepa01,1968,94.0,19.0,28.0
andrepa01,1970,150.0,31.0,49.0
andrepa01,1972,216.0,52.0,79.0
andrepa01,1973,285.0,67.0,97.0
andrial01,1992,1.0,0.0,0.0
andrugr01,1993,3.0,0.0,0.0
andrugr01,1994,10.0,0.0,4.0
andrugr01,1995,12.0,0.0,4.0
andrugr01,1998,19.0,0.0,5.0
andrugr01,1999,28.0,0.0,6.0
andruro01,1974,5.0,0.0,0.0
andruro01,1975,6.0,0.0,0.0
andruro01,1976,72.0,4.0,18.0
andruro01,1977,150.0,19.0,36.0
andruro01,1978,153.0,19.0,36.0
angelme01,2003,2.0,0.0,0.0
angelmi01,2011,6.0,1.0,0.0
angotlo01,1964,70.0,9.0,8.0
angotlo01,1965,121.0,15.0,20.0
angotlo01,1966,184.0,21.0,32.0
angotlo01,1967,254.0,33.0,69.0
angotlo01,1968,325.0,50.0,89.0
angotlo01,1969,395.0,62.0,115.0
angotlo01,1970,460.0,71.0,131.0
angotlo01,1971,525.0,76.0,141.0
angotlo01,1972,602.0,91.0,163.0
angotlo01,1973,653.0,103.0,186.0
angotlo01,1974,679.0,105.0,191.0
anholda01,1983,1.0,0.0,0.0
anisiar01,2008,1.0,0.0,0.0
anisiar01,2009,83.0,12.0,16.0
anisiar01,2010,165.0,30.0,42.0
anisiar01,2011,244.0,46.0,62.0
anslohu01,1947,2.0,0.0,0.0
antonmi01,1972,75.0,20.0,19.0
antonmi01,1973,143.0,41.0,48.0
antonmi01,1974,210.0,65.0,74.0
antonmi01,1975,279.0,90.0,97.0
antonmi01,1976,354.0,130.0,128.0
antonmi01,1977,429.0,162.0,163.0
antonmi01,1978,498.0,182.0,190.0
antonmi01,1979,503.0,182.0,191.0
antonmi01,1981,505.0,182.0,191.0
antonmi01,1982,535.0,189.0,198.0
antonmi01,1983,573.0,192.0,203.0
antossh01,1990,2.0,0.0,0.0
antossh01,1991,6.0,0.0,0.0
antossh01,1992,8.0,0.0,0.0
antossh01,1993,63.0,1.0,2.0
antossh01,1994,95.0,1.0,2.0
antossh01,1995,159.0,2.0,5.0
antossh01,1996,174.0,2.0,5.0
antossh01,1997,183.0,3.0,5.0
antroni01,1999,66.0,12.0,18.0
antroni01,2000,118.0,18.0,29.0
antroni01,2001,129.0,19.0,30.0
antroni01,2002,201.0,35.0,59.0
antroni01,2003,263.0,48.0,77.0
antroni01,2005,320.0,60.0,96.0
antroni01,2006,374.0,78.0,111.0
antroni01,2007,446.0,104.0,141.0
antroni01,2008,527.0,132.0,172.0
antroni01,2009,603.0,156.0,215.0
antroni01,2010,679.0,172.0,240.0
antroni01,2011,748.0,187.0,260.0
appssy01,1936,48.0,16.0,29.0
appssy01,1937,95.0,37.0,58.0
appssy01,1938,139.0,52.0,83.0
appssy01,1939,166.0,65.0,100.0
appssy01,1940,207.0,85.0,124.0
appssy01,1941,245.0,103.0,147.0
appssy01,1942,274.0,126.0,164.0
appssy01,1945,314.0,150.0,180.0
appssy01,1946,368.0,175.0,204.0
appssy01,1947,423.0,201.0,231.0
appssy02,1970,62.0,10.0,18.0
appssy02,1971,134.0,25.0,62.0
appssy02,1972,211.0,54.0,118.0
appssy02,1973,286.0,78.0,179.0
appssy02,1974,365.0,102.0,234.0
appssy02,1975,445.0,134.0,301.0
appssy02,1976,517.0,152.0,344.0
appssy02,1977,596.0,171.0,377.0
appssy02,1978,676.0,178.0,407.0
appssy02,1979,727.0,183.0,423.0
arboual01,1953,36.0,0.0,1.0
arboual01,1955,36.0,0.0,1.0
arboual01,1956,80.0,1.0,7.0
arboual01,1957,149.0,2.0,13.0
arboual01,1958,219.0,4.0,23.0
arboual01,1959,276.0,5.0,28.0
arboual01,1960,329.0,8.0,30.0
arboual01,1961,381.0,9.0,35.0
arboual01,1962,385.0,10.0,35.0
arboual01,1963,391.0,10.0,36.0
arboual01,1964,391.0,10.0,36.0
arboual01,1965,395.0,10.0,37.0
arboual01,1967,469.0,11.0,47.0
arboual01,1968,536.0,12.0,53.0
arboual01,1969,604.0,12.0,56.0
arboual01,1970,626.0,12.0,58.0
arbouam01,1915,20.0,5.0,0.0
arbouam01,1916,30.0,18.0,2.0
arbouam01,1918,31.0,18.0,2.0
arbouam01,1919,53.0,39.0,7.0
arbouam01,1920,76.0,54.0,10.0
arbouam01,1921,99.0,63.0,16.0
arbouam01,1922,122.0,69.0,19.0
arbouam01,1923,143.0,70.0,22.0
arbouja01,1921,14.0,2.0,2.0
arbouja01,1922,19.0,2.0,3.0
arbouja01,1923,47.0,5.0,5.0
arbouja01,1924,50.0,5.0,5.0
arbouja01,1926,87.0,9.0,6.0
arbouja01,1928,97.0,10.0,6.0
arboujo01,1965,2.0,0.0,0.0
arboujo01,1967,6.0,0.0,1.0
arboujo01,1968,23.0,0.0,3.0
