,Crime Type,Year,Latitude (D.C.),Longitude (D.C.)
5815,theft/other,2018,38.9051883564576,-77.0606772965942
5816,robbery,2018,38.907897370057,-77.00747109608359
5817,theft/other,2018,38.8860328076669,-77.0187411722034
5818,robbery,2018,38.962636267172996,-77.0334265261424
5819,theft/other,2018,38.9049039473617,-77.0259863334558
5820,theft f/auto,2018,38.968078809482705,-77.02742869175259
5821,theft f/auto,2018,38.913191266679,-77.0275459469347
5822,theft/other,2018,38.9334295347405,-77.10994981480091
5823,theft f/auto,2018,38.9285784345942,-77.0231694219311
5824,theft/other,2018,38.923977132475,-77.0090411421316
5825,theft f/auto,2018,38.9224244836165,-77.0288756726106
5826,theft f/auto,2018,38.9749630613181,-77.0171489159744
5827,theft/other,2018,38.9060417408735,-77.0058914055214
5828,theft/other,2018,38.9222116506408,-76.9931501205792
5829,theft/other,2018,38.91628145720821,-77.09540606046549
5830,theft/other,2017,38.895448059866396,-77.0005763728629
5831,theft f/auto,2018,38.9705933639849,-77.02141752120141
5832,theft/other,2018,38.877862371248,-77.0176441877483
5833,theft/other,2018,38.920324765085795,-77.0318730069687
5834,theft f/auto,2018,38.9599074542529,-77.0852995777749
5835,theft f/auto,2018,38.9429339038068,-77.037627612975
5836,theft/other,2018,38.8441091433786,-76.9981914906886
5837,theft/other,2018,38.9620014553731,-77.000934595941
5838,theft f/auto,2018,38.943406902571205,-77.0186524379422
5839,motor vehicle theft,2018,38.9473087275006,-77.0653505583079
5840,theft f/auto,2018,38.877521170056895,-77.0070876051749
5841,theft/other,2018,38.8967234894519,-77.0296376230052
5842,theft f/auto,2018,38.9644454663154,-77.0753125628092
5843,assault w/dangerous weapon,2018,38.8964721355568,-76.91641319584829
5844,theft/other,2018,38.9056467723411,-77.04257698804291
5845,theft/other,2018,38.9025105817438,-77.002812978054
5846,motor vehicle theft,2018,38.9333984959451,-77.01981471262059
5847,theft/other,2018,38.9060417408735,-77.0058914055214
5848,theft/other,2018,38.9416606038404,-77.0064710954278
5849,theft f/auto,2017,38.9675552894929,-77.0315594956803
5850,theft f/auto,2018,38.914088338165,-77.0404719512624
5851,sex abuse,2018,38.9562129414529,-77.0349233609301
5852,theft/other,2018,38.8973455744946,-77.0275628838548
5853,theft f/auto,2018,38.917183506570204,-76.9800744828355
5854,sex abuse,2018,38.8935900830565,-77.0229505699137
5855,theft/other,2018,38.832469944248,-77.00825789685442
5856,theft f/auto,2018,38.9160664419153,-77.0201096977121
5857,sex abuse,2018,38.8832263450711,-76.9614587845874
5858,theft/other,2018,38.916480403313706,-77.0224275167194
5859,theft/other,2018,38.90923548104,-77.0319602890047
5860,theft f/auto,2018,38.9554059011029,-77.01880556088679
5861,theft/other,2018,38.905635929975,-77.01167898209731
5862,theft f/auto,2018,38.973601689934604,-77.0236225844897
5863,theft/other,2018,38.9361653327629,-76.99043828049079
5864,theft/other,2018,38.950092335677205,-77.00681794966951
5865,theft/other,2018,38.903735790219,-77.0457808532185
5866,theft f/auto,2018,38.9091620761688,-77.0365260072142
5867,theft/other,2018,38.9010062591095,-77.0457791014457
5868,theft/other,2018,38.907686868865795,-77.0709867398401
5869,robbery,2018,38.9223559514987,-77.0027791654538
5870,theft f/auto,2018,38.8836869429259,-76.9263747330288
5871,burglary,2018,38.877339953532,-76.9328926442295
5872,theft/other,2018,38.950199436455996,-77.06702597397259
5873,theft/other,2018,38.9003290598271,-77.0189293800947
5874,theft/other,2018,38.907694792000605,-77.0564596541725
5875,theft/other,2018,38.9327785667549,-76.99710509337159
5876,motor vehicle theft,2018,38.9251260859594,-77.0322903142097
5877,theft f/auto,2018,38.901897640364794,-76.9902468893889
5878,theft f/auto,2018,38.9817444986581,-77.0265452631427
5879,theft/other,2018,38.940713758488606,-76.98357447852192
5880,robbery,2018,38.95341657711779,-77.00148825130908
5881,robbery,2018,38.8966981663872,-77.02192560812809
5882,theft/other,2018,38.9353456390855,-76.9912226961522
5883,theft/other,2018,38.9031434735571,-77.0396702609364
5884,theft f/auto,2018,38.9749452644709,-77.0155794285059
5885,assault w/dangerous weapon,2018,38.9117150902788,-77.0219186944452
5886,burglary,2018,38.934012402723,-76.9911190570487
5887,theft f/auto,2018,38.9031223508565,-77.0139497239741
5888,theft/other,2018,38.910381658923896,-77.0229444432022
5889,robbery,2018,38.9078881749414,-77.00997298963709
5890,motor vehicle theft,2018,38.925576383088796,-76.9672827857346
5891,theft f/auto,2018,38.8574592723127,-76.9905179519173
5892,theft f/auto,2018,38.8737980946999,-76.97432461681359
5893,theft/other,2018,38.9051883564576,-77.0606772965942
5894,theft f/auto,2018,38.907230486523204,-77.0108606585169
5895,theft f/auto,2018,38.974583915322796,-77.0219380322578
5896,assault w/dangerous weapon,2018,38.899968943199205,-76.98246562621979
5897,theft/other,2018,38.875868317328795,-76.96746691647121
5898,theft f/auto,2018,38.885348657674896,-76.984589971147
5899,motor vehicle theft,2018,38.929601569980896,-77.1093441968566
5900,theft/other,2018,38.9056362741086,-77.0074823883569
5901,theft f/auto,2018,38.9222860914707,-77.1000960055494
5902,theft/other,2018,38.9148229663895,-77.0219196495899
5903,motor vehicle theft,2018,38.869473414967,-76.9715375432755
5904,theft/other,2018,38.897336251519796,-77.028865517463
5905,theft f/auto,2018,38.927478767694396,-77.0954556399973
5906,theft/other,2018,38.952899605873604,-77.0286457462048
5907,theft f/auto,2018,38.9206727595716,-77.07749192235251
5908,theft f/auto,2018,38.9037303379805,-77.0355663356929
5909,theft/other,2018,38.9049039473617,-77.0259863334558
5910,theft/other,2018,38.9042332670755,-77.0403049553193
5911,theft/other,2018,38.914706486555,-77.01826442301021
5912,theft/other,2018,38.9077344824764,-76.9848964297029
5913,theft/other,2018,38.94610200952339,-77.0646457773811
5914,theft/other,2018,38.969448089067,-77.0273138244938
5915,robbery,2018,38.94790049679779,-77.09556373728171
5916,theft/other,2018,38.8911169135693,-76.9385969584504
5917,theft f/auto,2018,38.9025232187158,-77.03556573382049
5918,homicide,2018,38.845532490735,-77.00040317890391
5919,theft f/auto,2018,38.8868430189032,-76.97813505075
5920,motor vehicle theft,2018,38.903717731143395,-77.0009453610819
5921,theft/other,2018,38.874332411505705,-77.0005416301748
5922,theft f/auto,2018,38.90437511528889,-76.9926791485356
5923,theft/other,2018,38.909925353373104,-77.04361722397941
5924,theft f/auto,2018,38.923254670792495,-77.0223950513847
5925,theft/other,2018,38.9295130123787,-77.0327305534988
5926,motor vehicle theft,2018,38.936188670496,-77.0308766368467
5927,theft/other,2018,38.9315678932102,-77.02899470841692
5928,assault w/dangerous weapon,2018,38.899788770833396,-77.01756891396991
5929,robbery,2018,38.923747590792296,-76.9669145997375
5930,theft f/auto,2018,38.9378029301049,-77.02320702256209
5931,robbery,2018,38.938144962308996,-77.0245912572209
5932,motor vehicle theft,2018,38.9715098564815,-77.031745883205
5933,theft f/auto,2018,38.950200069938205,-77.08031580950409
5934,theft/other,2018,38.863528433860296,-76.9739826421821
5935,theft f/auto,2018,38.9314385057613,-77.0400666013517
5936,theft f/auto,2018,38.9497362985938,-77.03389346281371
5937,burglary,2018,38.9365583096909,-77.0297233864643
5938,theft f/auto,2018,38.879276148473004,-77.02091759330051
5939,theft/other,2018,38.8897980813486,-76.9798861799091
5940,burglary,2018,38.8541710084736,-76.98843312547659
5941,theft/other,2018,38.9049864906652,-76.9817726528594
5942,theft/other,2018,38.9096351671625,-77.0156804602973
5943,theft/other,2018,38.934062363335,-77.0724316449067
5944,theft f/auto,2018,38.914829298727796,-77.03325422189421
5945,robbery,2018,38.8929785204576,-76.93291251507159
5946,theft/other,2018,38.845655435953105,-76.97277961700941
5947,theft/other,2018,38.901544999463795,-76.97994050984279
5948,theft/other,2018,38.9018060921781,-77.0209126714699
5949,theft/other,2018,38.899054471765396,-76.940895734608
5950,theft f/auto,2018,38.9148229663895,-77.0219196495899
5951,theft/other,2018,38.8665100063048,-76.9467993070971
5952,theft/other,2018,38.9005185027319,-77.01720018883701
5953,theft f/auto,2018,38.9025179379646,-77.0499880110972
5954,robbery,2018,38.9736101370892,-77.0262537304473
5955,theft/other,2018,38.9096495011476,-77.0332633366381
5956,theft f/auto,2018,38.928195792236096,-77.08864074037851
5957,assault w/dangerous weapon,2018,38.9190391882141,-76.9498966270118
5958,theft f/auto,2018,38.895447428237794,-77.01216146733621
5959,theft/other,2018,38.906599578267205,-76.98608418375791
5960,robbery,2018,38.9155617459114,-77.0214009947644
5961,burglary,2018,38.923069390471895,-76.95880797239141
5962,theft/other,2018,38.944868274789904,-77.0639179251835
5963,theft/other,2018,38.9105972027601,-77.05277238122851
5964,motor vehicle theft,2018,38.952163237062,-77.01675118540541
5965,assault w/dangerous weapon,2018,38.9309112037525,-77.0250270236785
5966,theft f/auto,2018,38.9118521385199,-77.0055690424327
5967,assault w/dangerous weapon,2018,38.8827035403625,-76.9394686037604
5968,robbery,2018,38.904039617055794,-76.97622751988509
5969,assault w/dangerous weapon,2018,38.92704480589921,-77.03247570412421
5970,burglary,2018,38.918735671064894,-77.04317289474758
5971,theft/other,2018,38.8717891703808,-76.974094866873
5972,theft f/auto,2018,38.97431496253179,-77.01336356934141
5973,theft f/auto,2018,38.8467188945943,-76.97484121797491
5974,theft/other,2018,38.9163832093921,-77.0465269458312
5975,theft f/auto,2018,38.9125969538498,-77.02651952697691
5976,assault w/dangerous weapon,2018,38.8911169135693,-76.9385969584504
5977,theft f/auto,2018,38.9056364280707,-77.00447329227529
5978,theft/other,2018,38.957794590668996,-77.0017075559917
5979,theft/other,2018,38.91699197458279,-77.03078760910691
5980,theft/other,2018,38.9295130123787,-77.0327305534988
5981,burglary,2018,38.921549419123004,-77.03358024254591
5982,theft/other,2018,38.9169930207981,-77.0265211616624
5983,theft f/auto,2018,38.9268828795602,-77.1073794949565
5984,theft f/auto,2018,38.9223679468995,-76.9623832386286
5985,motor vehicle theft,2018,38.9511002676456,-77.0167047897832
5986,theft/other,2018,38.9619710920902,-77.0279570992068
5987,theft/other,2018,38.912602944888604,-77.0749580331768
5988,motor vehicle theft,2018,38.9056309016651,-76.9256949235764
5989,theft f/auto,2018,38.9061770135885,-76.9995042447795
5990,theft/other,2018,38.9623437399252,-77.0027691864581
5991,theft/other,2018,38.8464569157102,-76.9716388762588
5992,theft/other,2018,38.9570815881616,-77.01784839669729
5993,theft f/auto,2018,38.901916001489504,-76.99617253717359
5994,theft/other,2018,38.830803418044,-77.00768185306599
5995,theft/other,2018,38.9038513078517,-76.9809543970346
5996,theft/other,2018,38.9340244615244,-77.03836106762921
5997,theft/other,2018,38.8851334424645,-76.9973260165343
5998,theft f/auto,2018,38.8337402808949,-77.0058854398406
5999,theft f/auto,2018,38.872462849110896,-76.9664313319119
6000,robbery,2018,38.887183876913,-76.9290912901144
6001,theft/other,2018,38.952898854274004,-77.0315645433207
6002,theft f/auto,2018,38.9117621700217,-77.002040826639
6003,theft/other,2018,38.9487689772269,-77.0785145680049
6004,assault w/dangerous weapon,2018,38.886200664290705,-76.92698301534429
6005,theft f/auto,2018,38.8610304349293,-76.9639479785462
6006,theft/other,2017,38.9149483376885,-76.97441357805769
6007,theft/other,2018,38.949326500625894,-77.0087905614835
6008,theft/other,2018,38.9049039473617,-77.0259863334558
6009,theft/other,2018,38.917550178367,-77.0319524841605
6010,theft/other,2018,38.9016901049711,-77.04775090825609
6011,motor vehicle theft,2018,38.9092494365274,-77.063839886599
6012,robbery,2018,38.9695407794025,-77.0116663760638
6013,theft f/auto,2018,38.9182385354652,-77.0474967722318
6014,theft/other,2018,38.8812687404106,-76.99437571872942
6015,theft f/auto,2018,38.9607386095463,-77.0199030795777
6016,theft f/auto,2018,38.8918819268676,-76.9372822352791
6017,theft f/auto,2018,38.894788092866996,-77.0234696861167
6018,theft/other,2018,38.8967234894519,-77.0296376230052
6019,theft/other,2018,38.9199327454466,-77.00005765707509
6020,theft f/auto,2018,38.9091022683006,-77.0239701717707
6021,theft f/auto,2018,38.9186407998006,-77.0296236690368
6022,theft/other,2018,38.939728838399894,-77.0312242085723
6023,theft/other,2018,38.9078254892411,-77.00351648457891
6024,theft/other,2018,38.9002039928735,-77.0106290242159
6025,motor vehicle theft,2018,38.9087160453382,-76.9824173574715
6026,theft/other,2018,38.9049665202614,-77.0280846335285
6027,theft/other,2018,38.876476411308495,-77.0000576219626
6028,theft/other,2018,38.91699197458279,-77.03078760910691
6029,theft/other,2018,38.919658915929496,-77.07104478231142
6030,theft/other,2018,38.9431488767315,-77.0617131655669
6031,theft f/auto,2018,38.8284883469251,-77.0058850069706
6032,theft/other,2018,38.9067023010802,-77.0380811999979
6033,theft f/auto,2018,38.899968943199205,-76.98246562621979
6034,theft/other,2018,38.9295130123787,-77.0327305534988
6035,theft/other,2018,38.9169930207981,-77.0265211616624
6036,theft f/auto,2018,38.914824267333294,-77.0132832386295
6037,theft/other,2018,38.9045239340876,-77.0326153266469
6038,theft f/auto,2018,38.933459451619704,-77.0297336282356
6039,motor vehicle theft,2018,38.954379209163,-77.01717857472491
6040,burglary,2018,38.8871006511579,-76.92563353915651
6041,theft f/auto,2018,38.892547356548704,-76.99845538353242
6042,theft f/auto,2018,38.9282686380336,-77.07462851817921
6043,theft f/auto,2018,38.9550017373996,-76.9915663883537
6044,theft f/auto,2018,38.92236247410771,-76.97573707586041
6045,motor vehicle theft,2018,38.8966524620029,-76.9476529299575
6046,theft f/auto,2018,38.936346489777,-77.10192659517341
6047,theft/other,2018,38.9049665202614,-77.0280846335285
6048,theft/other,2018,38.9804112928265,-77.026498601646
6049,theft/other,2018,38.9013736745609,-76.9789952279802
6050,theft/other,2018,38.94931758310379,-76.9925130266579
6051,theft/other,2018,38.909635482078,-77.0477216383045
6052,theft/other,2018,38.890213660442704,-76.9527754705246
6053,theft/other,2018,38.9002039928735,-77.0106290242159
6054,assault w/dangerous weapon,2018,38.885226421824704,-76.92487478919509
6055,robbery,2018,38.8227409605159,-77.0055160302716
6056,theft/other,2018,38.921291034073,-76.978551159342
6057,assault w/dangerous weapon,2018,38.8446766892873,-76.9998732881492
6058,robbery,2018,38.9268030887798,-77.0265017452325
6059,assault w/dangerous weapon,2018,38.825758929226,-76.9998963541325
6060,theft/other,2018,38.9303401818529,-77.038001559435
6061,theft/other,2018,38.9078254892411,-77.00351648457891
6062,theft/other,2018,38.9038733708475,-76.9242902380207
6063,theft f/auto,2018,38.8802687782231,-76.9937649722807
6064,motor vehicle theft,2018,38.918095013648895,-77.00277899940691
6065,theft f/auto,2018,38.8848972194397,-76.9781932757987
6066,theft/other,2018,38.8694750680767,-76.9794079307886
6067,motor vehicle theft,2018,38.862398115834296,-76.959096475032
6068,theft/other,2018,38.9599074542529,-77.0852995777749
6069,motor vehicle theft,2018,38.8897490470085,-76.92552703973959
6070,theft f/auto,2018,38.9428585718913,-76.9914409385114
6071,theft/other,2018,38.899814108038,-77.0265147748045
6072,robbery,2018,38.8505743675069,-76.974206247532
6073,theft f/auto,2018,38.938144962308996,-77.0245912572209
6074,theft f/auto,2018,38.9644454663154,-77.0753125628092
6075,robbery,2018,38.920324765085795,-77.0318730069687
6076,motor vehicle theft,2018,38.857273815981294,-76.9636042371736
6077,theft/other,2018,38.891327044328605,-76.9279690730851
6078,theft f/auto,2018,38.970514137319796,-77.065117967088
6079,theft/other,2018,38.9642401485589,-77.0319503395501
6080,theft/other,2018,38.919697896923,-77.0121540714412
6081,theft/other,2018,38.9002039928735,-77.0106290242159
6082,theft f/auto,2018,38.9314451685733,-76.9930800338777
6083,theft/other,2018,38.905255441441795,-77.05235338358159
6084,theft/other,2018,38.9166263383069,-77.0090517411322
6085,theft/other,2018,38.8991214156494,-77.0219263529351
6086,theft/other,2018,38.9186401860874,-77.03195297253009
6087,theft f/auto,2018,38.917550792071,-77.0296232162682
6088,theft f/auto,2018,38.9309112037525,-77.0250270236785
6089,robbery,2018,38.9025141776085,-76.9418843277018
6090,theft/other,2018,38.8991214156494,-77.0219263529351
6091,sex abuse,2018,38.9056407215505,-77.0334920492994
6092,robbery,2018,38.8667012987385,-76.9847553169355
6093,theft f/auto,2018,38.8939273463681,-76.92307890830949
6094,theft/other,2018,38.8825386514268,-76.9902495355631
6095,theft/other,2018,38.905592592519604,-77.0628335820436
6096,theft/other,2018,38.894328966283396,-77.0219248799829
6097,theft f/auto,2018,38.9304003258804,-76.99557128658091
6098,theft/other,2018,38.9186414260625,-77.0270406789793
6099,assault w/dangerous weapon,2018,38.9072576449605,-77.00931572761941
6100,assault w/dangerous weapon,2018,38.9117460564956,-76.9386022586672
6101,theft/other,2018,38.909925353373104,-77.04361722397941
6102,theft f/auto,2018,38.9765475164696,-77.02294266701091
6103,robbery,2018,38.976204895084294,-77.0244659055678
6104,theft f/auto,2018,38.900867586318704,-76.9459205865101
6105,theft f/auto,2018,38.9305942609669,-77.03181993176909
6106,theft/other,2018,38.919180998364794,-77.03078855413379
6107,motor vehicle theft,2018,38.846305100262704,-76.9777673224705
6108,theft f/auto,2018,38.9184326115642,-77.0729462047168
6109,theft/other,2018,38.8854762414581,-76.9212093057686
6110,theft/other,2018,38.8394247631319,-77.00057592059
6111,theft/other,2018,38.8441091433786,-76.9981914906886
6112,theft/other,2018,38.8966524620029,-76.9476529299575
6113,theft f/auto,2018,38.9013736745609,-76.9789952279802
6114,theft f/auto,2018,38.901544999463795,-76.97994050984279
6115,theft/other,2018,38.9133387609783,-77.0455910013804
6116,theft/other,2018,38.9487689772269,-77.0785145680049
6117,theft/other,2018,38.860310329559105,-76.96583791471281
6118,theft f/auto,2018,38.955953232363896,-77.0847410578076
6119,theft f/auto,2018,38.9160664419153,-77.0201096977121
6120,theft f/auto,2018,38.929648513306205,-77.031358190248
6121,theft f/auto,2018,38.933108857479404,-77.0267116928443
6122,theft/other,2018,38.915401388307295,-77.04630722232
6123,theft f/auto,2018,38.8701030272863,-76.967780675521
6124,assault w/dangerous weapon,2018,38.9142112943855,-77.0669460306268
6125,theft f/auto,2018,38.97903271307929,-77.0278830065547
6126,robbery,2018,38.8973447652886,-77.0308021853212
6127,theft f/auto,2018,38.9728195464094,-77.0137902679151
6128,theft/other,2018,38.9295130123787,-77.0327305534988
6129,theft/other,2018,38.9303401818529,-77.038001559435
6130,theft f/auto,2018,38.927470136945,-77.0245183800325
6131,theft/other,2018,38.9507249518236,-77.0767401167419
6132,motor vehicle theft,2018,38.932419703682704,-77.1009637061372
6133,theft/other,2018,38.9049039473617,-77.0259863334558
6134,theft f/auto,2018,38.9003379033339,-77.0199208117442
6135,theft/other,2018,38.9002039928735,-77.0106290242159
6136,theft/other,2018,38.95486636306129,-76.98861291532751
6137,sex abuse,2018,38.8691509992046,-76.98077928626941
6138,robbery,2018,38.9186401860874,-77.03195297253009
6139,theft/other,2018,38.891817633649204,-76.9539847303726
6140,theft/other,2018,38.915139541882894,-76.9865668043287
6141,theft/other,2018,38.915139541882894,-76.9865668043287
6142,theft/other,2018,38.938749037372105,-77.0219846778985
6143,robbery,2018,38.8818108690193,-76.937867350365
6144,robbery,2018,38.891321361202294,-76.95196786185821
6145,theft/other,2018,38.9323661780691,-77.04059766027821
6146,theft/other,2018,38.8973458172963,-77.02651385738599
6147,theft f/auto,2018,38.8523955812541,-76.9823160250475
6148,theft/other,2018,38.8979504607367,-76.9787887344154
6149,sex abuse,2018,38.8482932990892,-76.96658093542909
6150,motor vehicle theft,2018,38.9021212799993,-76.9785108093272
6151,theft/other,2018,38.9162812437395,-77.02703978410271
6152,theft/other,2018,38.886025166850295,-76.9943638178552
6153,homicide,2018,38.835145649015296,-77.0048259253048
6154,theft/other,2018,38.9373412271747,-77.0327341472307
6155,burglary,2018,38.90916144318471,-77.0384975812395
6156,assault w/dangerous weapon,2018,38.8497365830413,-76.97420655024891
6157,robbery,2018,38.9325662866708,-77.0346119088991
6158,theft/other,2018,38.9172816475171,-76.97511613113191
6159,theft f/auto,2018,38.917551872793204,-77.0249992734599
6160,theft f/auto,2018,38.91037917681479,-77.0332636769359
6161,assault w/dangerous weapon,2018,38.8314701742492,-76.99464453518941
6162,motor vehicle theft,2018,38.925019947375496,-77.0241715704377
6163,theft f/auto,2018,38.956892741074206,-77.0155639452585
6164,theft f/auto,2018,38.826614598055,-76.99436850705159
6165,theft/other,2018,38.845856752047794,-76.9968206319164
6166,motor vehicle theft,2018,38.861630081577104,-76.98946889623879
6167,theft f/auto,2018,38.9386761573921,-77.0259525051914
6168,theft/other,2018,38.920298190223605,-77.07156433566509
6169,theft f/auto,2018,38.9037316934956,-77.0307934145346
6170,motor vehicle theft,2018,38.9079696754144,-77.00025364858071
6171,theft/other,2018,38.92419116296679,-77.0519060012756
6172,theft/other,2018,38.903476129183,-76.9229533236416
6173,assault w/dangerous weapon,2018,38.909916668860895,-77.0427409540998
6174,theft/other,2018,38.900363965657,-77.02493560864541
6175,theft/other,2018,38.90910267131321,-77.02191789163429
6176,theft f/auto,2018,38.909401976873205,-76.9975557009568
6177,theft f/auto,2018,38.9699184569144,-77.0171015440261
6178,theft f/auto,2018,38.9335132053807,-77.030875478241
6179,theft f/auto,2018,38.9133454024036,-77.02294539665641
6180,theft f/auto,2018,38.924737275019204,-77.0371797878925
6181,theft/other,2018,38.9005185027319,-77.01720018883701
6182,theft f/auto,2018,38.9664153617206,-77.005711773377
6183,theft/other,2018,38.90127517740479,-76.98261517432451
6184,theft f/auto,2018,38.892790361977895,-76.99265728326641
6185,theft/other,2018,38.9025179379646,-77.0499880110972
6186,theft f/auto,2018,38.898907265290106,-77.00131419385221
6187,theft/other,2018,38.8990587183587,-77.0199089264845
6188,theft f/auto,2018,38.902510260607706,-76.9908924071475
6189,theft f/auto,2018,38.937316394293205,-77.0947767571057
6190,theft/other,2018,38.912602944888604,-77.0749580331768
6191,theft/other,2018,38.9205357239627,-76.9526631389814
6192,theft/other,2018,38.9159129746927,-77.0219199846024
6193,theft f/auto,2018,38.8947814421721,-77.0000461093982
6194,robbery,2018,38.904364590262105,-76.9798013701354
6195,motor vehicle theft,2018,38.8794732425857,-77.02379103337971
6196,burglary,2018,38.9025100284399,-77.0117130560988
6197,theft/other,2018,38.8459558562782,-77.00273011333991
6198,assault w/dangerous weapon,2018,38.9120224324165,-76.98473409976009
6199,theft/other,2018,38.903300624313296,-77.0523634775775
6200,robbery,2018,38.8541710084736,-76.98843312547659
6201,theft/other,2018,38.9002039928735,-77.0106290242159
6202,robbery,2018,38.90127517740479,-76.98261517432451
6203,theft/other,2018,38.948353627176104,-77.0799445766197
6204,theft/other,2018,38.9142564619502,-76.9844453591368
6205,theft f/auto,2018,38.8468465986626,-76.98379190962909
6206,theft f/auto,2018,38.977276751868295,-77.0250433083594
6207,burglary,2018,38.9039573605015,-77.0542777461912
6208,theft f/auto,2018,38.8823487388915,-76.9836570664074
6209,theft/other,2018,38.8997316042427,-76.94395013378801
6210,motor vehicle theft,2018,38.8627651936958,-76.9900563598627
6211,theft f/auto,2018,38.920676970871206,-77.0284598297306
6212,theft/other,2018,38.9118634655159,-77.03992877351999
6213,motor vehicle theft,2018,38.8834125677314,-76.9345811836555
6214,theft/other,2018,38.9165515256135,-76.9730984838471
6215,theft/other,2018,38.8465309715677,-76.981557186925
6216,theft/other,2018,38.895804038425496,-76.92769941973941
6217,robbery,2018,38.927180666948,-77.02970794493179
6218,theft f/auto,2018,38.9224248037777,-77.0275495136075
6219,theft/other,2018,38.9305942609669,-77.03181993176909
6220,theft f/auto,2018,38.893660758173,-76.9456263431487
6221,burglary,2018,38.9100503730009,-77.0073329637985
6222,theft f/auto,2018,38.914824267333294,-77.0132832386295
6223,theft f/auto,2018,38.9193089155695,-77.0229588467108
6224,assault w/dangerous weapon,2018,38.8840770766873,-76.9762456965894
6225,theft/other,2018,38.8867639826187,-77.001313970179
6226,assault w/dangerous weapon,2018,38.8345865810507,-76.9877452402576
6227,theft f/auto,2018,38.926993017130705,-77.0229382556488
6228,theft/other,2018,38.91318418394221,-77.017572213722
6229,burglary,2018,38.904140369831,-76.9337666820537
6230,theft/other,2018,38.957794590668996,-77.0017075559917
6231,theft/other,2018,38.944868274789904,-77.0639179251835
6232,theft f/auto,2018,38.9003379033339,-77.0199208117442
6233,theft f/auto,2018,38.9751075276038,-77.01469085750979
6234,theft f/auto,2018,38.898906989977796,-77.0081272514333
6235,theft f/auto,2018,38.9155700251451,-77.02506776302658
6236,theft/other,2018,38.9180655126649,-77.0242153377922
6237,robbery,2018,38.949705172406,-76.998788695725
6238,motor vehicle theft,2018,38.902515565854394,-77.0307928895434
6239,theft f/auto,2018,38.9239454753551,-77.0341233778956
6240,assault w/dangerous weapon,2018,38.8995526010333,-76.9723440384127
6241,theft f/auto,2018,38.930886796061394,-76.9961825152532
6242,theft f/auto,2018,38.9545153923335,-76.99311240520221
6243,theft/other,2018,38.9667095266924,-77.0275550935807
6244,theft/other,2018,38.907636015455,-77.0090621296415
6245,theft/other,2018,38.972979400668,-77.026957438041
6246,theft/other,2018,38.9002039928735,-77.0106290242159
6247,theft f/auto,2018,38.9620510095354,-77.0562027195249
6248,theft/other,2018,38.9426837076789,-77.0967679299898
6249,theft/other,2018,38.8701033517966,-76.968979105236
6250,theft/other,2018,38.9118518206151,-77.0102617965846
6251,theft/other,2018,38.907686868865795,-77.0709867398401
6252,robbery,2018,38.8849250216595,-76.95102705560299
6253,theft f/auto,2018,38.8708945242239,-76.9414145671573
6254,theft/other,2018,38.9230057351029,-77.04285258633391
6255,motor vehicle theft,2018,38.898788808286,-76.932722602812
6256,theft f/auto,2018,38.9321368358097,-77.02255930860129
6257,theft f/auto,2018,38.889751397819,-76.9157294772729
6258,theft/other,2018,38.933108857479404,-77.0267116928443
6259,theft f/auto,2018,38.90643536667589,-77.02598689138391
6260,theft f/auto,2018,38.9467465626295,-77.03020060034879
6261,theft f/auto,2018,38.946728322420896,-77.031054238129
6262,theft f/auto,2018,38.898907265290106,-77.00131419385221
6263,theft/other,2018,38.9413337274686,-77.025388263645
6264,theft f/auto,2018,38.9662615346373,-77.06638336199259
6265,theft f/auto,2018,38.9321059255281,-77.0376449655886
6266,theft/other,2018,38.9312418274705,-77.03540705987221
6267,theft f/auto,2018,38.9705073324538,-77.061032941962
6268,assault w/dangerous weapon,2018,38.851654716160205,-76.9713603218838
6269,motor vehicle theft,2018,38.9106504074909,-77.02962035030271
6270,theft f/auto,2018,38.8897454279104,-76.92005193702249
6271,theft/other,2018,38.8465309715677,-76.981557186925
6272,theft/other,2018,38.957794590668996,-77.0017075559917
6273,theft f/auto,2018,38.9313732230699,-76.995571226153
6274,robbery,2018,38.829199916616105,-76.99239893677529
6275,theft f/auto,2018,38.933459451619704,-77.0297336282356
6276,homicide,2018,38.861014373851106,-76.97096482173549
6277,theft f/auto,2018,38.881471900837205,-76.9280135974254
6278,burglary,2018,38.929150454843295,-76.9601076779148
6279,theft f/auto,2018,38.8829173573897,-77.0035267824452
6280,assault w/dangerous weapon,2018,38.9001834034383,-76.9732775799163
6281,theft f/auto,2018,38.8689113338313,-76.959484529829
6282,theft f/auto,2018,38.927863574507796,-77.035855157646
6283,theft/other,2018,38.907686868865795,-77.0709867398401
6284,theft/other,2018,38.857441564352996,-76.99578319716609
6285,theft f/auto,2018,38.9260018251246,-77.02431029202991
6286,theft f/auto,2018,38.952898854274004,-77.0315645433207
6287,assault w/dangerous weapon,2018,38.9039670503268,-76.9472094662743
6288,assault w/dangerous weapon,2018,38.9171904747589,-77.0964104716066
6289,theft f/auto,2018,38.9140845605687,-77.02038587016891
6290,theft/other,2018,38.8875021452893,-76.9341740177203
6291,theft f/auto,2018,38.9264997027649,-76.994971840033
6292,theft/other,2018,38.874332411505705,-77.0005416301748
6293,theft f/auto,2018,38.9322250179897,-77.0308749204248
6294,theft f/auto,2018,38.912645168211895,-77.06459239167859
