34,محمد سعيد علي علي الجويفي,95,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
35,محمد عبدالكريم يحيى الساكر,93,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
36,احمد مؤمن سليمان شعيب,92,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
37,بالقاسم علي محمد عيسى بوحويصة,81,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
38,المبروك خليفة علي خليفة بوعباه,73,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
39,باسم عثمان محمد انويقص,55,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
40,ادريس احمد محمود فضيل الزائدي,46,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
41,يونس بونعامة محمد المرتجع,45,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
42,توفيق عبدالسلام عيسى عمر جلغاف,37,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
43,عبدالمالك محمد علي محمد بوعلي,35,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
44,عبدالناصر فتحي محمود يوسف,28,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
45,عاطف الناجي خالد حمد,27,2,البيضاء,http://results.hnec.ly/cor/ballot/2/5
1,سليمان خطاب اسويكر عوض,1079,2,المرج,http://results.hnec.ly/cor/ballot/2/6
2,عبدالمنعم جمعة سالم حسن,980,2,المرج,http://results.hnec.ly/cor/ballot/2/6
3,فرج عبدالله ادريس هاشم,962,2,المرج,http://results.hnec.ly/cor/ballot/2/6
4,حسين علي اسماعيل عبدالله,826,2,المرج,http://results.hnec.ly/cor/ballot/2/6
5,سعيد صالح سعد رحيل,660,2,المرج,http://results.hnec.ly/cor/ballot/2/6
6,خالد ابراهيم سعد طيب,598,2,المرج,http://results.hnec.ly/cor/ballot/2/6
7,خميس ابراهيم محمود محمد الهنكور,588,2,المرج,http://results.hnec.ly/cor/ballot/2/6
8,احمد خليفة محمد ادم بوهلالة,586,2,المرج,http://results.hnec.ly/cor/ballot/2/6
9,مخلص ادريس نوح عبدالله المسماري,418,2,المرج,http://results.hnec.ly/cor/ballot/2/6
10,عبدالكريم محمد منصور بوجدارية,382,2,المرج,http://results.hnec.ly/cor/ballot/2/6
11,حسن احمد صالح عيسى,350,2,المرج,http://results.hnec.ly/cor/ballot/2/6
12,عبدالرحمن محمد عبدالمولى الميهوب,344,2,المرج,http://results.hnec.ly/cor/ballot/2/6
13,صلاح عبدالله علي ابراهيم العسبلي,299,2,المرج,http://results.hnec.ly/cor/ballot/2/6
14,مراجع سعد محمد محمود,250,2,المرج,http://results.hnec.ly/cor/ballot/2/6
15,علي فتح الله محمد علي الشيخي,211,2,المرج,http://results.hnec.ly/cor/ballot/2/6
16,وائل عبدالوهاب صالح الهذمال,210,2,المرج,http://results.hnec.ly/cor/ballot/2/6
17,علي غنيوة مفتاح عون الرمحي,177,2,المرج,http://results.hnec.ly/cor/ballot/2/6
18,بالعيد عبدالنبي حسن موسى,170,2,المرج,http://results.hnec.ly/cor/ballot/2/6
19,محمد عطية علي عبدالله,167,2,المرج,http://results.hnec.ly/cor/ballot/2/6
20,محمد نوري ابوبكر المداعي,167,2,المرج,http://results.hnec.ly/cor/ballot/2/6
21,معين محمد المبروك اقويدر,165,2,المرج,http://results.hnec.ly/cor/ballot/2/6
22,مصطفى امريمي مصطفى سعيد,155,2,المرج,http://results.hnec.ly/cor/ballot/2/6
23,فضيل عبدالحميد عبدالجواد سعد,146,2,المرج,http://results.hnec.ly/cor/ballot/2/6
24,سالم مفتاح جبريل الغفير,144,2,المرج,http://results.hnec.ly/cor/ballot/2/6
25,بدر عبدالسلام طاهر محمد قندولة,133,2,المرج,http://results.hnec.ly/cor/ballot/2/6
26,مصطفى عبدالله محمد عطية,108,2,المرج,http://results.hnec.ly/cor/ballot/2/6
27,نادر نوري سعيد مفتاح الحضيري,71,2,المرج,http://results.hnec.ly/cor/ballot/2/6
28,عمر عبدالله يونس عبدالكريم,69,2,المرج,http://results.hnec.ly/cor/ballot/2/6
29,عمر حماد صالح مدينه,65,2,المرج,http://results.hnec.ly/cor/ballot/2/6
30,عبدالله موسى سليمان عبدربه شحوط,42,2,المرج,http://results.hnec.ly/cor/ballot/2/6
31,علي عبدالسلام علي سليمان,13,2,المرج,http://results.hnec.ly/cor/ballot/2/6
32,بالقاسم محمد بوبكر علي الجارد,10,2,المرج,http://results.hnec.ly/cor/ballot/2/6
33,فضل الله بوبكر المبروك ادم,6,2,المرج,http://results.hnec.ly/cor/ballot/2/6
1,خليفة صالح سعيد محمد الدغاري,1149,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
2,عبدالفتاح اخليفة ادم علي,817,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
3,مبارك علي محمد عبدالقادر,788,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
4,عمر سالم ادريس ابوبكر بوخويدم,734,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
5,خالد فرج حمد عبدالجواد بوعوينة,595,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
6,عبدالحميد يونس عبدالكريم سالم,408,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
7,مجدي سليمان حسين محمد,402,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
8,اسماعيل رجب الصالحين حقار,384,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
9,توفيق سعيد مفتاح مشاضي,370,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
10,جمعة عبدالله حسن علي,359,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
11,صلاح محمد حمد صالح,329,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
